source_id,source_name,source_row,source_feature_name,source_length_mi,facility_id,segment_id,source_action,decision_id,qa_notes
MAJOR_0601,Major Conveyance,601,,0.45437650281028846,,,short_unnamed_provisional_omitted,,
MAJOR_0602,Major Conveyance,602,East Side Canal,3.556097685846488,,,exact_duplicate_suppressed,,
MAJOR_0603,Major Conveyance,603,Cross Canal,4.975155860579082,CVY_214E402D,CVY_214E402D_S003,used,A29,retain_both_sources
MAJOR_0604,Major Conveyance,604,,0.10665477184781325,,,short_unnamed_provisional_omitted,,
MAJOR_0605,Major Conveyance,605,,0.5979748111061604,,,short_unnamed_provisional_omitted,,
MAJOR_0606,Major Conveyance,606,Boardman Canal,0.9518984265362818,CVY_41C6A04D,CVY_41C6A04D_S041,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0607,Major Conveyance,607,,0.45755953773627517,,,short_unnamed_provisional_omitted,,
MAJOR_0608,Major Conveyance,608,,0.9618294733895223,,,short_unnamed_provisional_omitted,,
MAJOR_0609,Major Conveyance,609,,0.44530400603052,,,short_unnamed_provisional_omitted,,
MAJOR_0610,Major Conveyance,610,,1.2325469135224263,,,short_unnamed_provisional_omitted,,
MAJOR_0611,Major Conveyance,611,,0.371067617666598,,,short_unnamed_provisional_omitted,,
MAJOR_0612,Major Conveyance,612,,0.33933356524971636,,,short_unnamed_provisional_omitted,,
MAJOR_0613,Major Conveyance,613,,0.22852047239097584,,,short_unnamed_provisional_omitted,,
MAJOR_0614,Major Conveyance,614,,0.10379216657663037,,,short_unnamed_provisional_omitted,,
MAJOR_0615,Major Conveyance,615,,0.6146629167370645,,,short_unnamed_provisional_omitted,,
MAJOR_0616,Major Conveyance,616,,0.43767206767303424,,,short_unnamed_provisional_omitted,,
MAJOR_0617,Major Conveyance,617,,0.18151344494681232,,,short_unnamed_provisional_omitted,,
MAJOR_0618,Major Conveyance,618,,0.14360753714706467,,,short_unnamed_provisional_omitted,,
MAJOR_0619,Major Conveyance,619,Main Canal,5.767060594730177,,,exact_duplicate_suppressed,,
MAJOR_0620,Major Conveyance,620,,0.28073109084629166,,,short_unnamed_provisional_omitted,,
MAJOR_0621,Major Conveyance,621,,0.05365333406935784,,,short_unnamed_provisional_omitted,,
MAJOR_0622,Major Conveyance,622,,0.5131123711843815,,,short_unnamed_provisional_omitted,,
MAJOR_0623,Major Conveyance,623,,0.19273954382007344,,,short_unnamed_provisional_omitted,,
MAJOR_0624,Major Conveyance,624,,0.2579015774145394,,,short_unnamed_provisional_omitted,,
MAJOR_0625,Major Conveyance,625,,0.028771151702433207,,,short_unnamed_provisional_omitted,,
MAJOR_0626,Major Conveyance,626,,0.16381516833644874,,,short_unnamed_provisional_omitted,,
MAJOR_0627,Major Conveyance,627,,0.023205048749561263,,,short_unnamed_provisional_omitted,,
MAJOR_0628,Major Conveyance,628,,0.050615453718426566,,,short_unnamed_provisional_omitted,,
MAJOR_0629,Major Conveyance,629,,0.3536102578894485,,,short_unnamed_provisional_omitted,,
MAJOR_0630,Major Conveyance,630,,0.5224949731629075,,,short_unnamed_provisional_omitted,,
MAJOR_0631,Major Conveyance,631,,0.01752357301583598,,,short_unnamed_provisional_omitted,,
MAJOR_0632,Major Conveyance,632,,0.5586791142226378,,,short_unnamed_provisional_omitted,,
MAJOR_0633,Major Conveyance,633,,0.3682915941431357,,,short_unnamed_provisional_omitted,,
MAJOR_0634,Major Conveyance,634,,2.8327427629933934,CVY_0D608CD5,CVY_0D608CD5_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0635,Major Conveyance,635,,0.02049137385835013,,,short_unnamed_provisional_omitted,,
MAJOR_0636,Major Conveyance,636,Boardman Canal,1.3824746294385841,CVY_41C6A04D,CVY_41C6A04D_S042,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0637,Major Conveyance,637,,0.034035972755441075,,,short_unnamed_provisional_omitted,,
MAJOR_0638,Major Conveyance,638,,0.45099863066304097,,,short_unnamed_provisional_omitted,,
MAJOR_0639,Major Conveyance,639,,0.33721805922577386,,,short_unnamed_provisional_omitted,,
MAJOR_0640,Major Conveyance,640,,0.02321972404012527,,,short_unnamed_provisional_omitted,,
MAJOR_0641,Major Conveyance,641,,0.7790882746190049,,,short_unnamed_provisional_omitted,,
MAJOR_0642,Major Conveyance,642,,0.0038737196517904006,,,short_unnamed_provisional_omitted,,
MAJOR_0643,Major Conveyance,643,Pleasant Grove Canal,2.5759331303764883,CVY_54365085,CVY_54365085_S002,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0644,Major Conveyance,644,,0.3576030278253541,,,short_unnamed_provisional_omitted,,
MAJOR_0645,Major Conveyance,645,,0.27147831418531254,,,short_unnamed_provisional_omitted,,
MAJOR_0646,Major Conveyance,646,,1.0546776301484928,,,short_unnamed_provisional_omitted,,
MAJOR_0647,Major Conveyance,647,,0.400139256524807,,,short_unnamed_provisional_omitted,,
MAJOR_0648,Major Conveyance,648,,0.029636416147451595,,,short_unnamed_provisional_omitted,,
MAJOR_0649,Major Conveyance,649,,3.2672598475600148,CVY_5DCFA60A,CVY_5DCFA60A_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0650,Major Conveyance,650,,0.02295465840268074,,,short_unnamed_provisional_omitted,,
MAJOR_0651,Major Conveyance,651,,0.5879794628191797,,,short_unnamed_provisional_omitted,,
MAJOR_0652,Major Conveyance,652,,0.02572924188523065,,,short_unnamed_provisional_omitted,,
MAJOR_0653,Major Conveyance,653,,0.49657730097612696,,,short_unnamed_provisional_omitted,,
MAJOR_0654,Major Conveyance,654,,0.6383166437023321,,,short_unnamed_provisional_omitted,,
MAJOR_0655,Major Conveyance,655,,0.06065562374276211,,,short_unnamed_provisional_omitted,,
MAJOR_0656,Major Conveyance,656,,0.5500608665495794,,,short_unnamed_provisional_omitted,,
MAJOR_0657,Major Conveyance,657,,1.0240494828945659,,,short_unnamed_provisional_omitted,,
MAJOR_0658,Major Conveyance,658,,0.07624125183406262,,,short_unnamed_provisional_omitted,,
MAJOR_0659,Major Conveyance,659,Boardman Canal,0.30075245286630004,CVY_41C6A04D,CVY_41C6A04D_S043,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0660,Major Conveyance,660,,0.4120408391536384,,,short_unnamed_provisional_omitted,,
MAJOR_0661,Major Conveyance,661,Boardman Canal,1.1675961304733684,CVY_41C6A04D,CVY_41C6A04D_S044,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0662,Major Conveyance,662,,0.016451347009409183,,,short_unnamed_provisional_omitted,,
MAJOR_0663,Major Conveyance,663,,0.672802007711845,,,short_unnamed_provisional_omitted,,
MAJOR_0664,Major Conveyance,664,Boardman Canal,0.2648328084756319,CVY_41C6A04D,CVY_41C6A04D_S045,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0665,Major Conveyance,665,,0.039680581947912706,,,short_unnamed_provisional_omitted,,
MAJOR_0666,Major Conveyance,666,Boardman Canal,0.169001089873231,CVY_41C6A04D,CVY_41C6A04D_S046,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0667,Major Conveyance,667,,0.24358814739257054,,,short_unnamed_provisional_omitted,,
MAJOR_0668,Major Conveyance,668,,3.23036271380087,CVY_441A19AF,CVY_441A19AF_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0669,Major Conveyance,669,,0.6899505141467034,,,short_unnamed_provisional_omitted,,
MAJOR_0670,Major Conveyance,670,,0.1627322670625164,,,short_unnamed_provisional_omitted,,
MAJOR_0671,Major Conveyance,671,,0.5202460212160561,,,short_unnamed_provisional_omitted,,
MAJOR_0672,Major Conveyance,672,,0.8088459745346694,,,short_unnamed_provisional_omitted,,
MAJOR_0673,Major Conveyance,673,,0.016994882833829366,,,short_unnamed_provisional_omitted,,
MAJOR_0674,Major Conveyance,674,Boardman Canal,0.35523832306620184,CVY_41C6A04D,CVY_41C6A04D_S047,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0675,Major Conveyance,675,,0.5038509849810107,,,short_unnamed_provisional_omitted,,
MAJOR_0676,Major Conveyance,676,,0.089112970729941,,,short_unnamed_provisional_omitted,,
MAJOR_0677,Major Conveyance,677,,0.14007510298085674,,,short_unnamed_provisional_omitted,,
MAJOR_0678,Major Conveyance,678,,0.04236879719342764,,,short_unnamed_provisional_omitted,,
MAJOR_0679,Major Conveyance,679,,0.12556726270567364,,,short_unnamed_provisional_omitted,,
MAJOR_0680,Major Conveyance,680,,0.8614043917877413,,,short_unnamed_provisional_omitted,,
MAJOR_0681,Major Conveyance,681,,2.864267686792839,CVY_684A50A7,CVY_684A50A7_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0682,Major Conveyance,682,,0.1248094316044223,,,short_unnamed_provisional_omitted,,
MAJOR_0683,Major Conveyance,683,,0.13882462715915847,,,short_unnamed_provisional_omitted,,
MAJOR_0684,Major Conveyance,684,,2.1821734051604706,CVY_5286FA68,CVY_5286FA68_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0685,Major Conveyance,685,,0.5758807361804574,,,short_unnamed_provisional_omitted,,
MAJOR_0686,Major Conveyance,686,,0.12625561640826607,,,short_unnamed_provisional_omitted,,
MAJOR_0687,Major Conveyance,687,Boardman Canal,0.4662675539693274,CVY_41C6A04D,CVY_41C6A04D_S048,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0688,Major Conveyance,688,,0.17390186926990672,,,short_unnamed_provisional_omitted,,
MAJOR_0689,Major Conveyance,689,,0.1874243696283529,,,short_unnamed_provisional_omitted,,
MAJOR_0690,Major Conveyance,690,,0.002520369067683144,,,short_unnamed_provisional_omitted,,
MAJOR_0691,Major Conveyance,691,,2.6153876038372643,CVY_789F528C,CVY_789F528C_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0692,Major Conveyance,692,,0.007723095856346423,,,short_unnamed_provisional_omitted,,
MAJOR_0693,Major Conveyance,693,,0.12124547364136734,,,short_unnamed_provisional_omitted,,
MAJOR_0694,Major Conveyance,694,,0.09911324540645648,,,short_unnamed_provisional_omitted,,
MAJOR_0695,Major Conveyance,695,,0.003976661030906004,,,short_unnamed_provisional_omitted,,
MAJOR_0696,Major Conveyance,696,,1.1947232331157382,,,short_unnamed_provisional_omitted,,
MAJOR_0697,Major Conveyance,697,,0.2713695848650168,,,short_unnamed_provisional_omitted,,
MAJOR_0698,Major Conveyance,698,,0.017828629922019744,,,short_unnamed_provisional_omitted,,
MAJOR_0699,Major Conveyance,699,,0.4516655727940292,,,short_unnamed_provisional_omitted,,
MAJOR_0700,Major Conveyance,700,,0.13033195856850563,,,short_unnamed_provisional_omitted,,
MAJOR_0701,Major Conveyance,701,,0.11057508661179437,,,short_unnamed_provisional_omitted,,
MAJOR_0702,Major Conveyance,702,,0.04460969227232029,,,short_unnamed_provisional_omitted,,
MAJOR_0703,Major Conveyance,703,,0.07728639347768179,,,short_unnamed_provisional_omitted,,
MAJOR_0704,Major Conveyance,704,,0.694797717204158,,,short_unnamed_provisional_omitted,,
MAJOR_0705,Major Conveyance,705,,0.013242303226981063,,,short_unnamed_provisional_omitted,,
MAJOR_0706,Major Conveyance,706,,0.035775920912668714,,,short_unnamed_provisional_omitted,,
MAJOR_0707,Major Conveyance,707,Boardman Canal,1.0933737822524758,CVY_41C6A04D,CVY_41C6A04D_S049,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0708,Major Conveyance,708,,0.057109417270561166,,,short_unnamed_provisional_omitted,,
MAJOR_0709,Major Conveyance,709,,0.12180112011302037,,,short_unnamed_provisional_omitted,,
MAJOR_0710,Major Conveyance,710,,0.041074596974697716,,,short_unnamed_provisional_omitted,,
MAJOR_0711,Major Conveyance,711,,0.12865969145060344,,,short_unnamed_provisional_omitted,,
MAJOR_0712,Major Conveyance,712,,0.11753707574717785,,,short_unnamed_provisional_omitted,,
MAJOR_0713,Major Conveyance,713,,0.0497768338832337,,,short_unnamed_provisional_omitted,,
MAJOR_0714,Major Conveyance,714,,0.04193869978835215,,,short_unnamed_provisional_omitted,,
MAJOR_0715,Major Conveyance,715,,0.2936710485862402,,,short_unnamed_provisional_omitted,,
MAJOR_0716,Major Conveyance,716,,0.07414165681461098,,,short_unnamed_provisional_omitted,,
MAJOR_0717,Major Conveyance,717,,0.18802352572375167,,,short_unnamed_provisional_omitted,,
MAJOR_0718,Major Conveyance,718,,0.27572206180955827,,,short_unnamed_provisional_omitted,,
MAJOR_0719,Major Conveyance,719,,0.08561038947321264,,,short_unnamed_provisional_omitted,,
MAJOR_0720,Major Conveyance,720,Boardman Canal,0.14984026661919558,CVY_41C6A04D,CVY_41C6A04D_S050,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0721,Major Conveyance,721,,0.7770592848619372,,,short_unnamed_provisional_omitted,,
MAJOR_0722,Major Conveyance,722,,0.6213388506125171,,,short_unnamed_provisional_omitted,,
MAJOR_0723,Major Conveyance,723,,0.282219551934666,,,short_unnamed_provisional_omitted,,
MAJOR_0724,Major Conveyance,724,,0.13553716228666401,,,short_unnamed_provisional_omitted,,
MAJOR_0725,Major Conveyance,725,,0.10854882204788317,,,short_unnamed_provisional_omitted,,
MAJOR_0726,Major Conveyance,726,,0.8168971442079981,,,short_unnamed_provisional_omitted,,
MAJOR_0727,Major Conveyance,727,,0.11326980423923931,,,short_unnamed_provisional_omitted,,
MAJOR_0728,Major Conveyance,728,,0.04189702128872885,,,short_unnamed_provisional_omitted,,
MAJOR_0729,Major Conveyance,729,,0.09866636114047708,,,short_unnamed_provisional_omitted,,
MAJOR_0730,Major Conveyance,730,,0.4815760941828089,,,short_unnamed_provisional_omitted,,
MAJOR_0731,Major Conveyance,731,Boardman Canal,0.21711852862540107,CVY_41C6A04D,CVY_41C6A04D_S051,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0732,Major Conveyance,732,,0.27071626840463453,,,short_unnamed_provisional_omitted,,
MAJOR_0733,Major Conveyance,733,,0.3294914201160411,,,short_unnamed_provisional_omitted,,
MAJOR_0734,Major Conveyance,734,,0.3871067167501594,,,short_unnamed_provisional_omitted,,
MAJOR_0735,Major Conveyance,735,,0.7491409076145277,,,short_unnamed_provisional_omitted,,
MAJOR_0736,Major Conveyance,736,,0.46129806640033366,,,short_unnamed_provisional_omitted,,
MAJOR_0737,Major Conveyance,737,,0.019327848645445463,,,short_unnamed_provisional_omitted,,
MAJOR_0738,Major Conveyance,738,,0.4912371684584992,,,short_unnamed_provisional_omitted,,
MAJOR_0739,Major Conveyance,739,Moore Canal,3.0615931523220734,CVY_6423B4DD,CVY_6423B4DD_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0740,Major Conveyance,740,,2.1328041870798153,CVY_7C44C372,CVY_7C44C372_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0741,Major Conveyance,741,,0.5600600030339005,,,short_unnamed_provisional_omitted,,
MAJOR_0742,Major Conveyance,742,,0.5004760918954089,,,short_unnamed_provisional_omitted,,
MAJOR_0743,Major Conveyance,743,,2.185352672080024,CVY_2530212C,CVY_2530212C_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0744,Major Conveyance,744,,0.9118818588848452,,,short_unnamed_provisional_omitted,,
MAJOR_0745,Major Conveyance,745,,0.9320527590747639,,,short_unnamed_provisional_omitted,,
MAJOR_0746,Major Conveyance,746,,0.3788063210452699,,,short_unnamed_provisional_omitted,,
MAJOR_0747,Major Conveyance,747,Shirland Canal,5.096068608828559,CVY_27302BDB,CVY_27302BDB_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0748,Major Conveyance,748,Boardman Canal,1.3204826106097327,CVY_41C6A04D,CVY_41C6A04D_S052,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0749,Major Conveyance,749,,0.7823975204317373,,,short_unnamed_provisional_omitted,,
MAJOR_0750,Major Conveyance,750,,0.7263637987813036,,,short_unnamed_provisional_omitted,,
MAJOR_0751,Major Conveyance,751,,1.1654418854229536,,,short_unnamed_provisional_omitted,,
MAJOR_0752,Major Conveyance,752,,0.4927222759548904,,,short_unnamed_provisional_omitted,,
MAJOR_0753,Major Conveyance,753,,0.18558663405610826,,,short_unnamed_provisional_omitted,,
MAJOR_0754,Major Conveyance,754,,1.6131845301495957,,,short_unnamed_provisional_omitted,,
MAJOR_0755,Major Conveyance,755,,0.9347825011752374,,,short_unnamed_provisional_omitted,,
MAJOR_0756,Major Conveyance,756,,0.1543503606528572,,,short_unnamed_provisional_omitted,,
MAJOR_0757,Major Conveyance,757,,0.004544681244029972,,,short_unnamed_provisional_omitted,,
MAJOR_0758,Major Conveyance,758,Middle Fiddler Green Canal,0.36009310242003045,CVY_2C119D8C,CVY_2C119D8C_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0759,Major Conveyance,759,Wise PH Penstock,0.7227057899727621,CVY_5F2B5E79,CVY_5F2B5E79_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0760,Major Conveyance,760,Middle Fiddler Green Canal,0.565397932508941,CVY_2C119D8C,CVY_2C119D8C_S002,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0761,Major Conveyance,761,Lincoln Canal,5.54156560140277,CVY_039DD70F,CVY_039DD70F_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0762,Major Conveyance,762,,0.5170079778758285,,,short_unnamed_provisional_omitted,,
MAJOR_0763,Major Conveyance,763,,0.08361108385504241,,,short_unnamed_provisional_omitted,,
MAJOR_0764,Major Conveyance,764,,0.07091736092423769,,,short_unnamed_provisional_omitted,,
MAJOR_0765,Major Conveyance,765,,0.95956614171187,,,short_unnamed_provisional_omitted,,
MAJOR_0766,Major Conveyance,766,,1.6457966500911148,,,short_unnamed_provisional_omitted,,
MAJOR_0767,Major Conveyance,767,,2.429577834828417,CVY_4D0D9C53,CVY_4D0D9C53_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0768,Major Conveyance,768,,0.012470761262605906,,,short_unnamed_provisional_omitted,,
MAJOR_0769,Major Conveyance,769,,4.426739263161081,CVY_4D0D9C53,CVY_4D0D9C53_S002,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0770,Major Conveyance,770,Middle Fiddler Green Canal,0.9375603996335936,CVY_2C119D8C,CVY_2C119D8C_S003,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0771,Major Conveyance,771,Wise PH Penstock,0.845782860601647,CVY_5F2B5E79,CVY_5F2B5E79_S002,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0772,Major Conveyance,772,Auburn Ravine I Canal,3.3675779496260048,CVY_11C85584,CVY_11C85584_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0773,Major Conveyance,773,,0.6293414538634624,,,short_unnamed_provisional_omitted,,
MAJOR_0774,Major Conveyance,774,,1.187767642515654,,,short_unnamed_provisional_omitted,,
MAJOR_0775,Major Conveyance,775,Wise PH Penstock,0.2466312770347412,CVY_5F2B5E79,CVY_5F2B5E79_S003,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0776,Major Conveyance,776,Auburn Ravine II Canal,2.2317449059110195,CVY_3152E0CB,CVY_3152E0CB_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0777,Major Conveyance,777,Boardman Canal,2.923315200555648,CVY_41C6A04D,CVY_41C6A04D_S053,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0778,Major Conveyance,778,,0.5064096093055105,,,short_unnamed_provisional_omitted,,
MAJOR_0779,Major Conveyance,779,,1.896769977571505,,,short_unnamed_provisional_omitted,,
MAJOR_0780,Major Conveyance,780,Dudley Canal,4.85943901254698,CVY_237D5E68,CVY_237D5E68_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0781,Major Conveyance,781,Boardman-Fiddler Green Diversion,0.2506886366465984,CVY_4558314C,CVY_4558314C_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0782,Major Conveyance,782,,1.5228623048717407,,,short_unnamed_provisional_omitted,,
MAJOR_0783,Major Conveyance,783,,1.3915691299966566,,,short_unnamed_provisional_omitted,,
MAJOR_0784,Major Conveyance,784,Boardman-Fiddler Green Diversion,0.7456765517310052,CVY_4558314C,CVY_4558314C_S002,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0785,Major Conveyance,785,Boardman-Fiddler Green Diversion,0.06886640184861711,CVY_4558314C,CVY_4558314C_S003,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0786,Major Conveyance,786,Upper Fiddler Green Canal,0.7364683071344794,CVY_64664DDE,CVY_64664DDE_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0787,Major Conveyance,787,,0.1815291061712909,,,short_unnamed_provisional_omitted,,
MAJOR_0788,Major Conveyance,788,,3.1249920555521657,CVY_7A0B1A5D,CVY_7A0B1A5D_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0789,Major Conveyance,789,,1.8457888667373084,,,short_unnamed_provisional_omitted,,
MAJOR_0790,Major Conveyance,790,,0.4622852961564035,,,short_unnamed_provisional_omitted,,
MAJOR_0791,Major Conveyance,791,,0.2818858533631548,,,short_unnamed_provisional_omitted,,
MAJOR_0792,Major Conveyance,792,,0.12422395337968853,,,short_unnamed_provisional_omitted,,
MAJOR_0793,Major Conveyance,793,Boardman Canal,1.5660480077941659,CVY_41C6A04D,CVY_41C6A04D_S054,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0794,Major Conveyance,794,Boardman Canal,0.281389307656366,CVY_41C6A04D,CVY_41C6A04D_S055,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0795,Major Conveyance,795,,0.49644097374198237,,,short_unnamed_provisional_omitted,,
MAJOR_0796,Major Conveyance,796,Musser Canal,2.3564215847045715,CVY_1645F40B,CVY_1645F40B_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0797,Major Conveyance,797,,1.042388026742023,,,short_unnamed_provisional_omitted,,
MAJOR_0798,Major Conveyance,798,,0.8833101867376884,,,short_unnamed_provisional_omitted,,
MAJOR_0799,Major Conveyance,799,,1.4807555710311846,,,short_unnamed_provisional_omitted,,
MAJOR_0800,Major Conveyance,800,,0.9249679729428867,,,short_unnamed_provisional_omitted,,
MAJOR_0801,Major Conveyance,801,,0.4635962316739277,,,short_unnamed_provisional_omitted,,
MAJOR_0802,Major Conveyance,802,,2.41666580394177,CVY_714CDA53,CVY_714CDA53_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0803,Major Conveyance,803,,0.055761316851925695,,,short_unnamed_provisional_omitted,,
MAJOR_0804,Major Conveyance,804,,1.5417699951045554,,,short_unnamed_provisional_omitted,,
MAJOR_0805,Major Conveyance,805,,0.9309380751704308,,,short_unnamed_provisional_omitted,,
MAJOR_0806,Major Conveyance,806,Ophir Canal,5.717702618855166,CVY_69E42599,CVY_69E42599_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0807,Major Conveyance,807,Combie Ophir Canal,1.0661038441007613,CVY_754C0713,CVY_754C0713_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0808,Major Conveyance,808,Upper Fiddler Green Canal,0.12233000015946886,CVY_64664DDE,CVY_64664DDE_S002,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0809,Major Conveyance,809,Wise Canal,2.7625299984200384,CVY_7E68183C,CVY_7E68183C_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0810,Major Conveyance,810,Upper Fiddler Green Canal,0.3266209441984718,CVY_64664DDE,CVY_64664DDE_S003,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0811,Major Conveyance,811,Wise Canal,0.2611344738369334,CVY_7E68183C,CVY_7E68183C_S002,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0812,Major Conveyance,812,Doty Ravine North Canal,5.764499866049906,CVY_2EE310A8,CVY_2EE310A8_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0813,Major Conveyance,813,Wise Canal,0.08337627977979821,CVY_7E68183C,CVY_7E68183C_S003,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0814,Major Conveyance,814,Doty Ravine North Canal,1.8686002274263778,CVY_2EE310A8,CVY_2EE310A8_S002,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0815,Major Conveyance,815,Doty Ravine North Canal,5.256775682417189,CVY_2EE310A8,CVY_2EE310A8_S003,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0816,Major Conveyance,816,,1.070391322251216,,,short_unnamed_provisional_omitted,,
MAJOR_0817,Major Conveyance,817,Wise Canal,0.5637268241982022,CVY_7E68183C,CVY_7E68183C_S004,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0818,Major Conveyance,818,Wise Canal,2.3972522369974083,CVY_7E68183C,CVY_7E68183C_S005,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0819,Major Conveyance,819,,4.467033986143,CVY_157BCF8E,CVY_157BCF8E_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0820,Major Conveyance,820,Halsey PH Penstock,0.48541259603044074,CVY_506A9B63,CVY_506A9B63_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0821,Major Conveyance,821,Valley View Canal,8.597239300827926,CVY_71136E82,CVY_71136E82_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0822,Major Conveyance,822,Halsey PH Penstock,0.2750589137764151,CVY_506A9B63,CVY_506A9B63_S002,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0823,Major Conveyance,823,Combie Ophir Canal,2.6144108564369235,CVY_754C0713,CVY_754C0713_S002,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0824,Major Conveyance,824,Boardman Canal,5.8862792246351905,CVY_41C6A04D,CVY_41C6A04D_S056,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0825,Major Conveyance,825,Halsey PH Penstock,0.22622317833320058,CVY_506A9B63,CVY_506A9B63_S003,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0826,Major Conveyance,826,Bowman Canal,0.040336937553131905,CVY_7A262331,CVY_7A262331_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0827,Major Conveyance,827,Halsey PH Penstock,0.047012121564031714,CVY_506A9B63,CVY_506A9B63_S004,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0828,Major Conveyance,828,,0.48598149602955404,,,short_unnamed_provisional_omitted,,
MAJOR_0829,Major Conveyance,829,,0.28249245267704226,,,short_unnamed_provisional_omitted,,
MAJOR_0830,Major Conveyance,830,Bowman Canal,1.2415006082064854,CVY_7A262331,CVY_7A262331_S002,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0831,Major Conveyance,831,,0.5901091530418945,,,short_unnamed_provisional_omitted,,
MAJOR_0832,Major Conveyance,832,,0.9460524867129627,,,short_unnamed_provisional_omitted,,
MAJOR_0833,Major Conveyance,833,Bowman Canal,0.2042547625155117,CVY_7A262331,CVY_7A262331_S003,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0834,Major Conveyance,834,Boardman Canal,0.5217851439860692,CVY_41C6A04D,CVY_41C6A04D_S057,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0835,Major Conveyance,835,,3.045721947585486,CVY_06BDB468,CVY_06BDB468_S001,used,UNREVIEWED,provisional_source_inclusion
MAJOR_0836,Major Conveyance,836,,0.002281884118800851,,,short_unnamed_provisional_omitted,,
MAJOR_0837,Major Conveyance,837,,1.6866078423405746,,,short_unnamed_provisional_omitted,,
MAJOR_0838,Major Conveyance,838,,0.6970278113724552,,,short_unnamed_provisional_omitted,,
MAJOR_0839,Major Conveyance,839,,0.27716300065175614,,,short_unnamed_provisional_omitted,,
MAJOR_0840,Major Conveyance,840,,0.43777390904628516,,,short_unnamed_provisional_omitted,,
