facility_id,canonical_name,lbl,lbl_full,aliases,parent_system,project_family,project_name,project_division,project_unit,project_subunit,project_path,ownership_class,owner_agency,operator_agency,facility_group,facility_type,network_role,display_rank,display_rank_source,display_rank_reason,status,length_mi,segment_count,geometry_confidence,decision_ids,facility_crosses_blm,facility_length_on_blm_mi,facility_min_blm_distance_mi,facility_blm_field_offices
CVY_1E540262,Mission Hills/Santa Inez Aqueduct Extension,Mission Hills/Santa Inez Aqueduct Extension,Mission Hills/Santa Inez Aqueduct Extension,,,Unknown/unassigned,Unassigned,,,,,Local/regional public,,Local,Open conveyance,Aqueduct,Mainline,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,41.89149193344199,2,medium,UNREVIEWED,FALSE,0,0.46222061115986013,
CVY_1E72A5B4,East Interception Canal,East Interception Canal,East Interception Canal,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Open conveyance,Canal,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,0.7215855608555987,4,medium,UNREVIEWED,FALSE,0,14.412931505256513,
CVY_1EA553B0,Joint Board Canal,Joint Board Canal,Joint Board Canal,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Open conveyance,Canal,Mainline,local_supporting,automatic,Automatic standard/local rank.,unknown,1.8105382258162594,1,medium,UNREVIEWED,FALSE,0,8.696218364012934,
CVY_1F516766,Cherokee Canal,Cherokee Canal,Cherokee Canal,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Open conveyance,Canal,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,29.992982307723047,2,medium,UNREVIEWED,FALSE,0,7.704968413147447,
CVY_1F67F1CE,Folsom South Canal Connection,Folsom South Canal Connection,Folsom South Canal Connection,,,CVP,Central Valley Project,American River Division,Folsom Unit,Folsom South Canal,American River Division > Folsom Unit > Folsom South Canal,Federal,EBMUD,,Open conveyance,Canal,Unknown,regional_major,reviewed_override,Mapped connection associated with the Folsom South Canal system.,unknown,18.57822371940834,1,medium,UNREVIEWED,FALSE,0,6.733942673015013,
CVY_1FB79D3D,Glenn-Colusa Irrigation District Lateral 62-2A,GCID Lateral 62-2a,Glenn-Colusa Irrigation District Lateral 62-2A,GCID Lateral 62-2a; GCID Lateral 64-2a,Glenn-Colusa Irrigation District conveyance system,Local/regional public,Glenn-Colusa Irrigation District conveyance system,,,,,Local/regional public,,Glenn Colusa Irrigation District,Distribution/local,Lateral,Distribution,local_supporting,automatic,Automatic standard/local rank.,unknown,6.348274885437104,3,high,A24; A17; A12,FALSE,0,11.126326679922775,
CVY_20C08296,California Aqueduct,California Aqueduct,California Aqueduct,,,SWP,State Water Project,California Aqueduct,,,California Aqueduct,California state,,State Water Project; State,Open conveyance; Closed conveyance,Aqueduct; Pipeline,Mainline,statewide_major,reviewed_override,Principal State Water Project conveyance backbone.,unknown,373.63504399097985,37,medium,UNREVIEWED,TRUE,0.7184101518560272,0,
CVY_210152EC,Tupman Cutout Canal,Tupman Cutout Canal,Tupman Cutout Canal,,,Unknown/unassigned,Unassigned,,,,,Unknown,,Buena Vista Water Storage District,Open conveyance,Canal,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,0.6104476089360594,1,medium,UNREVIEWED,FALSE,0,3.6695009714037203,
CVY_210DF3BA,Gerle Creek Canal,Gerle Creek Canal,Gerle Creek Canal,,,Unknown/unassigned,Unassigned,,,,,Unknown,SMUD,,Open conveyance,Canal,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,1.8643237052770225,1,medium,UNREVIEWED,FALSE,0,17.711447928221002,
CVY_211C3D77,Camptonville Tunnel,Camptonville Tunnel,Camptonville Tunnel,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Closed conveyance,Tunnel,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,1.1600406501113993,1,medium,UNREVIEWED,FALSE,0,3.9885097114763983,
CVY_211E6081,Sills,Sills,Sills,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,0.6597835604586177,1,medium,UNREVIEWED,FALSE,0,17.655941430500217,
CVY_2127F60D,Consolidated Canal,Consolidated Canal,Consolidated Canal,,,Local/regional public,Consolidated Irrigation District,,,,,Local/regional public,,Consolidated Irrigation District,Open conveyance,Canal,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,1.5339040888217417,1,medium,UNREVIEWED,FALSE,0,5.039498955890205,
CVY_214E402D,Natomas Cross Canal,Natomas Cross Canal,Natomas Cross Canal,Cross Canal,Natomas conveyance system,Local/regional public,Natomas conveyance system,,,,,Local/regional public,,Natomas Central Municipal Water Company,Open conveyance,Canal,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,15.305012591277158,3,high,A29,FALSE,0,19.951152852709377,
CVY_217E14F1,Upper Farmington Canal,Upper Farmington Canal,Upper Farmington Canal,,,Unknown/unassigned,Unassigned,,,,,Unknown,SEWD,,Open conveyance,Canal,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,7.708443491107456,1,medium,UNREVIEWED,FALSE,0,5.008833392420121,
CVY_21846CEA,Central Coast Water Authority Canal,Central Coast Water Authority Canal,Central Coast Water Authority Canal,,,Local/regional public,Central Coast Water Authority,,,,,Local/regional public,,Central Coast Water Authority,Open conveyance,Canal,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,38.0538653133623,2,medium,UNREVIEWED,FALSE,0,0.4519039286483685,
CVY_21CDAFA6,Unnamed conveyance — Major Conveyance row 1190,Unnamed conveyance — Major Conveyance row 1190,Unnamed conveyance — Major Conveyance row 1190,,,Unknown/unassigned,Unassigned,,,,,Local/regional public,,Local,Other/unknown,Unknown,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,12.7684539459537,2,low,UNREVIEWED,FALSE,0,1.1474006288385787,
CVY_21CEB63E,Sawtell,Sawtell,Sawtell,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,0.8621352997677578,1,medium,UNREVIEWED,FALSE,0,21.91564900942422,
CVY_2223C3DF,Fresno Canal,Fresno Canal,Fresno Canal,,,Local/regional public,Fresno Irrigation District,,,,,Local/regional public,,Fresno Irrigation District,Open conveyance,Canal,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,12.617145100619373,2,medium,UNREVIEWED,FALSE,0,5.09533138443473,
CVY_2256A365,East Canal,East Canal,East Canal,,Sutter-area conveyance system,Local/regional public,Sutter-area conveyance system,,,,,Local/regional public,,,Open conveyance,Canal,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,6.23014826811692,1,medium,A38,FALSE,0,19.66885712637613,
CVY_23062076,PACHECO TUNNEL REACH 1,PACHECO TUNNEL REACH 1,PACHECO TUNNEL REACH 1,,,CVP,Central Valley Project,San Felipe Division,Pacheco conveyance,,San Felipe Division > Pacheco conveyance,Federal,,US Bureau of Reclamation,Closed conveyance,Tunnel,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.7264654652262584,1,medium,UNREVIEWED,FALSE,0,6.635541842897059,
CVY_23062078,PACHECO TUNNEL REACH 2,PACHECO TUNNEL REACH 2,PACHECO TUNNEL REACH 2,,,CVP,Central Valley Project,San Felipe Division,Pacheco conveyance,,San Felipe Division > Pacheco conveyance,Federal,,US Bureau of Reclamation,Closed conveyance,Tunnel,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,5.314711503241651,1,medium,UNREVIEWED,FALSE,0,1.9754068605762303,
CVY_237D5E68,Dudley Canal,Dudley Canal,Dudley Canal,,,Unknown/unassigned,Unassigned,,,,,Unknown,NID,,Open conveyance,Canal,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,4.85943901254698,1,medium,UNREVIEWED,FALSE,0,1.0432847003279653,
CVY_240A1128,Snake Ditch,Snake Ditch,Snake Ditch,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Distribution/local,Ditch,Distribution,local_supporting,automatic,Automatic standard/local rank.,unknown,0.1824737178832927,2,medium,UNREVIEWED,FALSE,0,15.021312205714738,
CVY_24434C78,Simpson Homes,Simpson Homes,Simpson Homes,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,0.49897144677614924,1,medium,UNREVIEWED,FALSE,0,18.72780344430985,
CVY_24F9C6E7,Main Lift Canal,Main Lift Canal,Main Lift Canal,,,Local/regional public,Central California Irrigation District,,,,,Local/regional public,,Central California Irrigation District,Open conveyance,Canal,Mainline,local_supporting,automatic,Automatic standard/local rank.,unknown,3.0965961837782445,3,medium,UNREVIEWED,FALSE,0,1.5018993237977771,
CVY_25039264,Main Canal,Main Canal,Main Canal,,,Unknown/unassigned,Unassigned,,,,,Unknown,Patterson ID,,Open conveyance,Canal,Mainline,local_supporting,automatic,Automatic standard/local rank.,unknown,3.313804153912926,1,medium,UNREVIEWED,FALSE,0,14.738480629955783,
CVY_2530212C,Unnamed conveyance — Major Conveyance row 743,Unnamed conveyance — Major Conveyance row 743,Unnamed conveyance — Major Conveyance row 743,,,Unknown/unassigned,Unassigned,,,,,Unknown,PCWA,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,2.185352672080024,1,low,UNREVIEWED,FALSE,0,3.2927700656259646,
CVY_25725366,Yankee Hill,Yankee Hill,Yankee Hill,,,Unknown/unassigned,Unassigned,,,,,Unknown,PCWA,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,0.7498331125539369,5,medium,UNREVIEWED,FALSE,0,5.858374796819684,
CVY_258CA200,Echo Tunnel,Echo Tunnel,Echo Tunnel,,,Unknown/unassigned,Unassigned,,,,,Unknown,EID,,Closed conveyance,Tunnel,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.5597643512140079,1,medium,UNREVIEWED,FALSE,0,11.542607438531288,
CVY_25A76ECB,Columbia Canal,Columbia Canal,Columbia Canal,,,Unknown/unassigned,Unassigned,,,,,Private; Unknown,,Columbia Canal Company,Open conveyance,Canal,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,25.74049863402253,2,medium,UNREVIEWED,FALSE,0,0.004393760047218463,
CVY_25BBB6F6,East Branch,East Branch,East Branch,California Aqueduct; East Branch,California Aqueduct / State Water Project,SWP,State Water Project,California Aqueduct,East Branch,,California Aqueduct > East Branch,California state,,State Water Project,Closed conveyance; Other/unknown; Open conveyance,Pipeline; Unknown; Canal; Aqueduct,Branch,statewide_major,reviewed_system_rule,California Aqueduct East/West Branch system rule: keep all mapped branch pieces at one statewide-major width.,unknown,56.36921270324733,56,medium,UNREVIEWED; A62,TRUE,0.12192702118092538,0,
CVY_25BE0540,LOST RIVER DIVERSION CHANNEL,LOST RIVER DIVERSION CHANNEL,LOST RIVER DIVERSION CHANNEL,,,Other Reclamation,Klamath Project,,,,,Federal,,US Bureau of Reclamation,Open conveyance,Canal,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,7.88848128969014,1,medium,UNREVIEWED,FALSE,0,12.85727765623937,
CVY_26074D11,Airport Ditch,Airport Ditch,Airport Ditch,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Distribution/local,Ditch,Distribution,local_supporting,automatic,Automatic standard/local rank.,unknown,1.9713741547449017,4,medium,UNREVIEWED,FALSE,0,20.6704155327543,
CVY_262C08B2,FRIANT-KERN CANAL KINGS RIVER SIPHON,FRIANT-KERN CANAL KINGS RIVER SIPHON,FRIANT-KERN CANAL KINGS RIVER SIPHON,,,CVP,Central Valley Project,Friant Division,Friant-Kern Canal,,Friant Division > Friant-Kern Canal,Federal,,US Bureau of Reclamation,Closed conveyance,Siphon,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,0.6101494589559944,1,medium,UNREVIEWED,FALSE,0,4.8958938351969294,
CVY_26511F23,Chicago Park Flume,Chicago Park Flume,Chicago Park Flume,,,Unknown/unassigned,Unassigned,,,,,Unknown,NID,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,4.553409732515291,1,medium,UNREVIEWED,TRUE,0.677478716870665,0,
CVY_267582B2,Hoyte Sloan Line,Hoyte Sloan Line,Hoyte Sloan Line,,,Unknown/unassigned,Unassigned,,,,,Unknown,PCWA,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,0.2872232930277198,1,medium,UNREVIEWED,FALSE,0,5.816548842942045,
CVY_26ACDA9D,Colusa Trough,Colusa Trough,Colusa Trough,Colusa Basin Drainage Canal,Glenn-Colusa Irrigation District drainage system,Local/regional public,Glenn-Colusa Irrigation District drainage system,,,,,Local/regional public,,Glenn Colusa Irrigation District,Drainage,Drain,Drainage,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,27.02145390157765,1,medium,18,FALSE,0,10.879234820244267,
CVY_26D146DD,Chappell South,Chappell South,Chappell South,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,0.6356698365479224,1,medium,UNREVIEWED,FALSE,0,20.41269887039404,
CVY_26D73479,Bryte Road,Bryte Road,Bryte Road,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,0.7995143495574468,3,medium,UNREVIEWED,FALSE,0,16.23925119973266,
CVY_27302BDB,Shirland Canal,Shirland Canal,Shirland Canal,,,Unknown/unassigned,Unassigned,,,,,Unknown,PCWA,,Open conveyance,Canal,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,5.096068608828559,1,medium,UNREVIEWED,FALSE,0,0.08378550173403065,
CVY_27E04401,Lower Grass Valley Canal,Lower Grass Valley Canal,Lower Grass Valley Canal,,,Unknown/unassigned,Unassigned,,,,,Unknown,NID,,Open conveyance,Canal,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,2.8475340982351183,1,medium,UNREVIEWED,FALSE,0,0.5126094211712513,
CVY_27E36C82,J DRAINS,J DRAINS,J DRAINS,,,Other Reclamation,Reclamation project (unit unassigned),,,,,Federal,,US Bureau of Reclamation,Drainage,Drain,Drainage,local_supporting,automatic,Automatic standard/local rank.,unknown,0.9991951818096511,1,medium,UNREVIEWED,FALSE,0,13.131365129084722,
CVY_2821EE69,El Dorado PH Penstocks,El Dorado PH Penstocks,El Dorado PH Penstocks,,,Unknown/unassigned,Unassigned,,,,,Unknown,EID,,Power conveyance,Penstock,Power delivery,local_supporting,automatic,Automatic standard/local rank.,unknown,2.822791993507676,1,medium,UNREVIEWED,FALSE,0,1.67610021924486,
CVY_289F8CAA,Lakeside Ditch,Lakeside Ditch,Lakeside Ditch,,,Local/regional public,Lakeside Irrigation Water District,,,,,Local/regional public,,Lakeside Irrigation Water District,Distribution/local,Ditch,Distribution,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,15.092336558584272,3,medium,UNREVIEWED,FALSE,0,5.038045308590565,
CVY_28DB252B,Spangler,Spangler,Spangler,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,0.22556082049646456,1,medium,UNREVIEWED,FALSE,0,22.494665584668635,
CVY_290398B3,Main Canal,Main Canal,Main Canal,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Open conveyance,Canal,Mainline,local_supporting,automatic,Automatic standard/local rank.,unknown,3.2938425906595823,1,medium,UNREVIEWED,FALSE,0,6.507359930559489,
CVY_29BB115F,DROP 2 CANAL HIGHWAY SIPHON,DROP 2 CANAL HIGHWAY SIPHON,DROP 2 CANAL HIGHWAY SIPHON,,,Other Reclamation,Boulder Canyon Project,,All-American Canal system,,All-American Canal system,Federal,,US Bureau of Reclamation,Closed conveyance,Siphon,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,0.1746592851368943,1,medium,UNREVIEWED,FALSE,0,0.6250317787976276,
CVY_29F38927,Schoolhouse,Schoolhouse,Schoolhouse,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,0.6720708113688233,4,medium,UNREVIEWED,FALSE,0,21.39487879320415,
CVY_29FAB178,East Highline Canal,East Highline Canal,East Highline Canal,,,Unknown/unassigned,Unassigned,,,,,Local/regional public,,Local,Open conveyance,Canal,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,53.35123403594186,1,medium,UNREVIEWED,TRUE,0.10076897219808163,0,
CVY_2A628349,PLEASANT VALLEY PUMPING PLANT DISCHARGE LINE,PLEASANT VALLEY PUMPING PLANT DISCHARGE LINE,PLEASANT VALLEY PUMPING PLANT DISCHARGE LINE,,,CVP,Central Valley Project,West San Joaquin Division,San Luis Unit,,West San Joaquin Division > San Luis Unit,Federal,,US Bureau of Reclamation,Closed conveyance,Pipeline,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,1.224432529205978,1,medium,UNREVIEWED,FALSE,0,1.5228889067988756,
CVY_2A9EF6DC,Goodwin Tunnel,Goodwin Tunnel,Goodwin Tunnel,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Closed conveyance,Tunnel,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,3.1864454600829912,1,medium,UNREVIEWED,FALSE,0,1.8656870600312727,
CVY_2B059AFC,13,13,13,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,0.6350759916191004,2,medium,UNREVIEWED,FALSE,0,17.20621349969913,
CVY_2B163A2C,Spring Creek Power Conduit Tunnel No 1,Spring Creek Power Conduit,Spring Creek Power Conduit Tunnel No 1,Spring Creek Power Conduit,Spring Creek Power Conduit system,CVP,Central Valley Project,Trinity River Division,Spring Creek power conveyance system,,Trinity River Division > Spring Creek power conveyance system,Federal,,US Bureau of Reclamation,Closed conveyance,Tunnel,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,1.4421385726452154,1,high,A61,TRUE,0.27081198290835395,0,
CVY_2B163A2D,Spring Creek Power Conduit Tunnel No 2,Spring Creek Power Conduit,Spring Creek Power Conduit Tunnel No 2,Spring Creek Power Conduit,Spring Creek Power Conduit system,CVP,Central Valley Project,Trinity River Division,Spring Creek power conveyance system,,Trinity River Division > Spring Creek power conveyance system,Federal,,US Bureau of Reclamation,Closed conveyance,Tunnel,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,0.8502513471925008,1,high,A61,FALSE,0,0.2659140373349523,
CVY_2B1E7029,Silva,Silva,Silva,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,0.3249641990139409,1,medium,UNREVIEWED,FALSE,0,21.182597709110063,
CVY_2B395332,Town Canal,Town Canal,Town Canal,,,Unknown/unassigned,Unassigned,,,,,Unknown,NID,,Open conveyance,Canal,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,1.063858931512977,1,medium,UNREVIEWED,FALSE,0,0.4754322891981626,
CVY_2B6949DA,P-drain,P-drain,P-drain,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Drainage,Drain,Drainage,local_supporting,automatic,Automatic standard/local rank.,unknown,1.4293924648805754,2,medium,UNREVIEWED,FALSE,0,21.28456908828576,
CVY_2BA4DDCE,Unnamed conveyance — Major Conveyance row 45,Unnamed conveyance — Major Conveyance row 45,Unnamed conveyance — Major Conveyance row 45,,,Unknown/unassigned,Unassigned,,,,,Unknown,,State,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,8.556639430322662,1,low,UNREVIEWED,FALSE,0,0.7759539763592468,
CVY_2C059CBD,2a,2a,2a,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,1.6567256111077668,2,medium,UNREVIEWED,FALSE,0,21.190084173063866,
CVY_2C119D8C,Middle Fiddler Green Canal,Middle Fiddler Green Canal,Middle Fiddler Green Canal,,,Unknown/unassigned,Unassigned,,,,,Unknown,PCWA,,Open conveyance,Canal,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,1.863051434562565,3,medium,UNREVIEWED,FALSE,0,1.9102710710729702,
CVY_2C929235,Unnamed conveyance — Major Conveyance row 1279,Unnamed conveyance — Major Conveyance row 1279,Unnamed conveyance — Major Conveyance row 1279,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,4.604778914311224,1,low,UNREVIEWED,FALSE,0,1.849567711991389,
CVY_2CB8C914,Biggs Extension,Biggs Extension,Biggs Extension,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,6.261743192863586,1,medium,UNREVIEWED,FALSE,0,10.103803405977295,
CVY_2CE484C8,Putah South Canal,Putah South Canal,Putah South Canal,,,Other Reclamation,Solano Project,,Putah South Canal system,,Putah South Canal system,Federal,,Federal,Open conveyance,Canal,Unknown,regional_major,reviewed_override,Principal Solano Project conveyance facility.,unknown,33.49039733820338,1,medium,UNREVIEWED,FALSE,0,4.057463827905373,
CVY_2D040EBB,Tunnel Canal,Tunnel Canal,Tunnel Canal,,,Unknown/unassigned,Unassigned,,,,,Unknown,NID,,Closed conveyance,Tunnel,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,3.8297771704626276,2,medium,UNREVIEWED,TRUE,0.05674426479908131,0,
CVY_2D059E50,3a,3a,3a,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,1.9163989243906554,3,medium,UNREVIEWED,FALSE,0,20.226986120968988,
CVY_2D059E52,3c,3c,3c,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,1.8466936696664131,2,medium,UNREVIEWED,FALSE,0,19.52327681007635,
CVY_2D0D2F76,Inland Feeder,Inland Feeder,Inland Feeder,,,Unknown/unassigned,Unassigned,,,,,Local/regional public,,Local,Other/unknown,Unknown,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,35.48183482217584,1,medium,UNREVIEWED,TRUE,0.5009611495805717,0,
CVY_2DBCCB52,Montna,Montna,Montna,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,1.4471316019769074,2,medium,UNREVIEWED,FALSE,0,17.629975133616856,
CVY_2E059FE3,4a,4a,4a,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,0.7852814444231893,2,medium,UNREVIEWED,FALSE,0,18.631878156241093,
CVY_2E066790,Unnamed conveyance — Major Conveyance row 945,Unnamed conveyance — Major Conveyance row 945,Unnamed conveyance — Major Conveyance row 945,,,Unknown/unassigned,Unassigned,,,,,Unknown,NID,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,4.415366623283861,1,low,UNREVIEWED,TRUE,0.10970654380499723,0,
CVY_2E0ABB8C,COW CREEK MAIN AQUEDUCT,COW CREEK MAIN AQUEDUCT,COW CREEK MAIN AQUEDUCT,,,Other Reclamation,Reclamation project (unit unassigned),,,,,Federal,,US Bureau of Reclamation,Closed conveyance,Pipeline,Mainline,local_supporting,automatic,Automatic standard/local rank.,unknown,5.394866285889409,1,medium,UNREVIEWED,FALSE,0,2.3655410303555375,
CVY_2E1A2F48,Northern Drain,Northern Drain,Northern Drain,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Drainage,Drain,Drainage,local_supporting,automatic,Automatic standard/local rank.,unknown,6.149818973428194,8,medium,UNREVIEWED,FALSE,0,17.635520637882763,
CVY_2E2B8A7D,Westside Canal,Westside Canal,Westside Canal,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Open conveyance,Canal,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,3.574287056089752,2,medium,UNREVIEWED,FALSE,0,0.5710688555661645,
CVY_2E7C8EEC,Elkhorn,Elkhorn,Elkhorn,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,3.6642665662243417,6,medium,UNREVIEWED,FALSE,0,15.745357836391246,
CVY_2E9AF04D,Kern Island Drain,Kern Island Drain,Kern Island Drain,,,Local/regional public,Kern Delta Water District,,,,,Local/regional public,,Kern Delta Water District,Drainage,Drain,Drainage,local_supporting,automatic,Automatic standard/local rank.,unknown,2.4887488987914153,1,medium,UNREVIEWED,FALSE,0,3.734811362644559,
CVY_2EE310A8,Doty Ravine North Canal,Doty Ravine North Canal,Doty Ravine North Canal,,,Unknown/unassigned,Unassigned,,,,,Unknown,NID,,Open conveyance,Canal,Unknown,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,12.889875775893472,3,medium,UNREVIEWED,FALSE,0,3.068729985601533,
CVY_2F05A176,5a,5a,5a,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Other/unknown,Unknown,Unknown,local_supporting,automatic,Automatic standard/local rank.,unknown,0.5450609957155855,1,medium,UNREVIEWED,FALSE,0,18.90397974214049,
CVY_2F16F672,Provident Main Canal,Provident Main Canal,Provident Main Canal,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Open conveyance,Canal,Mainline,local_supporting,automatic,Automatic standard/local rank.,unknown,3.6177019270689788,1,medium,UNREVIEWED,FALSE,0,14.585035734951218,
CVY_2F315C17,MALONE EAST LATERAL,MALONE EAST LATERAL,MALONE EAST LATERAL,,,Other Reclamation,Reclamation project (unit unassigned),,,,,Federal,,US Bureau of Reclamation,Distribution/local,Lateral,Distribution,local_supporting,automatic,Automatic standard/local rank.,unknown,3.4355915242256825,1,medium,UNREVIEWED,FALSE,0,2.1410464328926313,
CVY_2F51B829,Second San Diego Aqueduct,Second San Diego Aqueduct,Second San Diego Aqueduct,San Diego Aqueducts; Rainbow Creek (geographic/source name only),San Diego County Water Authority aqueduct system,Local/regional public,San Diego County Water Authority aqueduct system,,,,,Local/regional public,,Local,Open conveyance,Aqueduct,Mainline,regional_major,reviewed_override,Major component of the San Diego County aqueduct system.,unknown,30.61785845480339,2,high,32,FALSE,0,0.12346542976477086,
CVY_2F615CFA,Colusa Basin Drainage Canal,Colusa Basin Drainage Canal,Colusa Basin Drainage Canal,Colusa Drain,Glenn-Colusa Irrigation District drainage system,Local/regional public,Glenn-Colusa Irrigation District drainage system,,,,,Local/regional public,,Glenn Colusa Irrigation District; Local,Drainage,Drain,Drainage,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,45.77850552082441,3,medium,UNREVIEWED; 5,FALSE,0,10.55073709779027,
CVY_2F6F8FF9,Shop Ditch,Shop Ditch,Shop Ditch,,,Unknown/unassigned,Unassigned,,,,,Unknown,,,Distribution/local,Ditch,Distribution,local_supporting,automatic,Automatic standard/local rank.,unknown,0.5123113858797982,1,medium,UNREVIEWED,FALSE,0,16.745373096470644,
