final_site_uid,report_record_number,field_maps_number,field_maps_globalid,source_feature_id,site_origin,table1a_name,table1a_latitude,table1a_longitude,table1b_name,table1b_latitude,table1b_longitude,table1c_name,table1c_latitude,table1c_longitude,table2_name_original,table2_latitude_original,table2_longitude_original,table2_report_basin_original,table2_status_original,table2_field_notes,final_site_name,final_latitude,final_longitude,final_status,final_feature_type,spatial_bulletin118_id,spatial_bulletin118_name,reported_basin,monitoring_performed,laboratory_sample_collected,duplicate_flag,duplicate_of_site_uid,identity_resolution_method,identity_confidence,identity_notes,status_resolution_reason,source_authority,review_status,table1c_to_table2_distance_ft,table1c_to_table2_distance_miles,coordinate_change_category,reported_spatial_basin_match,name_basin_expected,name_spatial_basin_conflict
mojave_fieldcheck_r044,44,97,,,BLM original contract target,04S15E02D001S,33.8594,-115.3854,04S15E02D001S,33.8594,-115.3854,04S15E02D001S,33.8594,-115.3854,04S15E02D001S,33.8594,-115.3854,Chuckwalla Valley,not_found,No well,04S15E02D001S,33.8594,-115.3854,not_found,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r045,45,98,,,BLM original contract target,04S15E11C001S,33.845,-115.3811,04S15E11C001S,33.845,-115.3811,04S15E11C001S,33.845,-115.3811,04S15E11C001S,33.845,-115.3811,Chuckwalla Valley,not_found,No well,04S15E11C001S,33.845,-115.3811,not_found,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r046,46,118,,,BLM original contract target,L10009957466-EMW-03,33.77689,-115.407189,"L10009957466-EMW-
03",33.77689,-115.40719,L10009957466-EMW-03,33.77689,-115.407189,L10009957466-EMW-03,33.77689,-115.407189,Chuckwalla Valley,present,locked.  Data exists in lanfill reports,L10009957466-EMW-03,33.77689,-115.407189,present,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r047,47,119,,,BLM original contract target,L10009957466-EMW-01,33.7772,-115.409649,L10009957466-EMW-01,33.7772,-115.40965,L10009957466-EMW-01,33.7772,-115.409649,L10009957466-EMW-01,33.7772,-115.409649,Chuckwalla Valley,present,locked.  Data exists in lanfill reports,L10009957466-EMW-01,33.7772,-115.409649,present,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r048,48,117,,,BLM original contract target,L10009957466-EMW-02,33.77854,-115.407075,"L10009957466-EMW-
02",33.77854,-115.40708,L10009957466-EMW-02,33.77854,-115.407075,L10009957466-EMW-02,33.77854,-115.407075,Chuckwalla Valley,present,locked.  Data exists in lanfill reports,L10009957466-EMW-02,33.77854,-115.407075,present,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r049,49,116,,,BLM original contract target,04S16E29R001S,33.7907,-115.3197,04S16E29R001S,33.7907,-115.3197,04S16E29R001S,33.7907,-115.3197,04S16E29R001S,33.7907,-115.3197,Chuckwalla Valley,not_found,No well,04S16E29R001S,33.7907,-115.3197,not_found,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r050,50,96,,,BLM original contract target,04S17E06C001S,33.8592,-115.2394,04S17E06C001S,33.8592,-115.2394,04S17E06C001S,33.8592,-115.2394,04S17E06C001S,33.8592,-115.2394,Chuckwalla Valley,not_found,No well,04S17E06C001S,33.8592,-115.2394,not_found,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r051,51,93,,,BLM original contract target,Granite Well,33.68169,-115.438051,Granite Well,33.68169,-115.43805,Granite Well,33.68169,-115.438051,Granite Well,33.68169,-115.438051,Chuckwalla Valley,not_found,No well,Granite Well,33.68169,-115.438051,not_found,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r052,52,94,,,BLM original contract target,05S15E29K001S,33.707,-115.4343,05S15E29K001S,33.707,-115.4343,05S15E29K001S,33.707,-115.4343,05S15E29K001S,33.707,-115.4343,Chuckwalla Valley,not_found,No well,05S15E29K001S,33.707,-115.4343,not_found,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r053,53,100,,,BLM original contract target,05S15E12N001S,33.7439,-115.3789,05S15E12N001S,33.7439,-115.3789,05S15E12N001S,33.7439,-115.3789,05S15E12N001S,33.7439,-115.3789,Chuckwalla Valley,not_found,No well,05S15E12N001S,33.7439,-115.3789,not_found,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r054,54,123,,,BLM original contract target,05S16E19N001S,33.7177,-115.3557,05S16E19N001S,33.7177,-115.3557,05S16E19N001S,33.7177,-115.3557,05S16E19N001S,33.7177,-115.3557,Chuckwalla Valley,not_found,No well,05S16E19N001S,33.7177,-115.3557,not_found,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r055,55,120,,,BLM original contract target,05S16E18M001S,33.7355,-115.3557,05S16E18M001S,33.7355,-115.3557,05S16E18M001S,33.7355,-115.3557,05S16E18M001S,33.7355,-115.3557,Chuckwalla Valley,not_found,No well,05S16E18M001S,33.7355,-115.3557,not_found,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r056,56,121,,,BLM original contract target,05S16E10N001S,33.7461,-115.3034,05S16E10N001S,33.7461,-115.3034,05S16E10N001S,33.7461,-115.3034,05S16E10N001S,33.7461,-115.3034,Chuckwalla Valley,not_found,No well,05S16E10N001S,33.7461,-115.3034,not_found,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r057,57,122,,,BLM original contract target,05S16E22N001S,33.7177,-115.3034,05S16E22N001S,33.7177,-115.3034,05S16E22N001S,33.7177,-115.3034,05S16E22N001S,33.7177,-115.3034,Chuckwalla Valley,not_found,No well,05S16E22N001S,33.7177,-115.3034,not_found,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r058,58,125,,,BLM original contract target,05S16E25F001S,33.7106,-115.2642,05S16E25F001S,33.7106,-115.2642,05S16E25F001S,33.7106,-115.2642,05S16E25F001S,33.7106,-115.2642,Chuckwalla Valley,not_found,No well,05S16E25F001S,33.7106,-115.2642,not_found,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r059,59,"126, 127",,,BLM original contract target,05S17E33N001S,33.6861,-115.2219,05S17E33N001S,33.6861,-115.2219,05S17E33N001S,33.6861,-115.2219,05S17E33N001S,33.685916,-115.22147,Chuckwalla Valley,present,"OD 15"", ID 10"" steel",05S17E33N001S,33.685916,-115.22147,present,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,True,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,146.77819859917676,0.027798901249844087,minor_field_refinement_le_500ft,True,,False
mojave_fieldcheck_r060,60,132,,,BLM original contract target,CA3301164_002_002,33.66153,-114.98409,CA3301164_002_002,33.66153,-114.98409,CA3301164_002_002,33.66153,-114.98409,CA3301164_002_002,33.66153,-114.98409,Chuckwalla Valley,present,"Genesis production well PW-2, active well, unable to collect data",CA3301164_002_002,33.66153,-114.98409,present,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r061,61,133,,,BLM original contract target,CA3301164_001_001,33.66494,-114.99815,CA3301164_001_001,33.66494,-114.99815,CA3301164_001_001,33.66494,-114.99815,CA3301164_001_001,33.66494,-114.99815,Chuckwalla Valley,not_found,No well,CA3301164_001_001,33.66494,-114.99815,not_found,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r062,62,136,,,BLM original contract target,Wileys Well Rip-Rap,33.66389,-114.899101,"Wileys Well
Rip-Rap",33.66389,-114.8991,Wileys Well Rip-Rap,33.66389,-114.899101,Wileys Well Rip Rap,33.66389,-114.899101,Chuckwalla Valley,not_found,No well,Wileys Well Rip Rap,33.66389,-114.899101,not_found,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r063,63,90,,,BLM original contract target,Teague Well,33.5842,-114.995258,Teague Well,33.5842,-114.99526,Teague Well,33.5842,-114.995258,Teague Well,33.5849973166666,-114.995578266666,Chuckwalla Valley,present,"well head unprotected, old, steel",Teague Well,33.5849973166666,-114.995578266666,present,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,True,True,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,306.72498152841257,0.05809185256219935,minor_field_refinement_le_500ft,True,,False
mojave_fieldcheck_r064,64,86,,,BLM original contract target,Hopkins Well (a?),33.61225,-114.995536,"Hopkins
Well",33.61225,-114.99554,Hopkins Well (a?),33.61225,-114.995536,"Hopkins
Well",33.6131044833333,-114.9956297,Chuckwalla Valley,present,"well head located in cinder block enclosure, well head below grade and subject to surface water inflow.  Wellhead unprotected.","Hopkins
Well",33.6131044833333,-114.9956297,present,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,True,True,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,313.0240069279874,0.05928484979696731,minor_field_refinement_le_500ft,True,,False
mojave_fieldcheck_r066,66,137,,,BLM original contract target,Ford Well,33.6167,-114.937201,Ford Well,33.6167,-114.9372,Ford Well,33.6167,-114.937201,Ford Well,33.6167,-114.937201,Chuckwalla Valley,not_found,No well,Ford Well,33.6167,-114.937201,not_found,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r067,67,91,,,BLM original contract target,07S19E04R001S,33.585,-114.9964,07S19E04R001S,33.585,-114.9964,07S19E04R001S,33.585,-114.9964,07S19E04R001S,33.585,-114.9964,Chuckwalla Valley,not_found,No well,07S19E04R001S,33.585,-114.9964,not_found,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r068,68,76,,,BLM original contract target,07S20E04R001S,33.5839,-114.8911,07S20E04R001S,33.5839,-114.8911,07S20E04R001S,33.5839,-114.8911,07S20E04R001S,33.5839,-114.8911,Chuckwalla Valley,not_found,No well,07S20E04R001S,33.5839,-114.8911,not_found,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r069,69,85,,,BLM original contract target,06S19E33A001S,33.6146,-114.9938,06S19E33A001S,33.6146,-114.9938,06S19E33A001S,33.6146,-114.9938,06S19E33A001S,33.6146,-114.9938,Chuckwalla Valley,not_found,No well,06S19E33A001S,33.6146,-114.9938,not_found,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r070,70,134,,,BLM original contract target,06S20E30L001S,33.6216,-114.9327,06S20E30L001S,33.6216,-114.9327,06S20E30L001S,33.6216,-114.9327,06S20E30L001S,33.6216,-114.9327,Chuckwalla Valley,not_found,No well,06S20E30L001S,33.6216,-114.9327,not_found,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r071,71,87,,,BLM original contract target,Ford Dry Lake Well,33.61112,-114.996989,Ford Dry Lake Well,33.61112,-114.99699,Ford Dry Lake Well,33.61112,-114.996989,Ford Dry Lake Well,33.61112,-114.996989,Chuckwalla Valley,not_found,No well,Ford Dry Lake Well,33.61112,-114.996989,not_found,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r072,72,80,,,BLM original contract target,333527114511902,33.59104,-114.855478,333527114511902,33.59104,-114.85548,333527114511902,33.59104,-114.855478,333527114511902,33.59104,-114.855478,Chuckwalla Valley,not_found,No well,333527114511902,33.59104,-114.855478,not_found,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r075,75,138,,,BLM original contract target,07S18E11N001S,33.5753,-115.0766,07S18E11N001S,33.5753,-115.0766,07S18E11N001S,33.5753,-115.0766,07S18E11N001S,33.5753,-115.0766,Chuckwalla Valley,not_found,No well,07S18E11N001S,33.5753,-115.0766,not_found,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r076,76,89,,,BLM original contract target,07S18E11R001S,33.5753,-115.0636,07S18E11R001S,33.5753,-115.0636,07S18E11R001S,33.5753,-115.0636,07S18E11R001S,33.5753,-115.0636,Chuckwalla Valley,not_found,No well,07S18E11R001S,33.5753,-115.0636,not_found,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r077,77,82,,,BLM original contract target,08S20E10N001S,33.4899,-114.8846,08S20E10N001S,33.4899,-114.8846,08S20E10N001S,33.4899,-114.8846,08S20E10N001S,33.4899,-114.8846,Chuckwalla Valley,not_found,No well,08S20E10N001S,33.4899,-114.8846,not_found,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r078,78,83,,,BLM original contract target,Coon Hollow Well,33.45207,-114.891392,Coon Hollow Well,33.45207,-114.89139,Coon Hollow Well,33.45207,-114.891392,Coon Hollow Well,33.45207,-114.891392,Chuckwalla Valley,not_found,No well,Coon Hollow Well,33.45207,-114.891392,not_found,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r079,79,81,,,BLM original contract target,Wiley Well,33.49516,-114.873676,Wiley Well,33.49516,-114.87368,Wiley Well,33.49516,-114.873676,Wiley Well,33.49516,-114.873676,Chuckwalla Valley,not_found,No well,Wiley Well,33.49516,-114.873676,not_found,groundwater_well_site,7-005,Chuckwalla Valley,Chuckwalla Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r080,80,21,,,BLM original contract target,CA3601086_001_001,34.91,-115.06,CA3601086_001_001,34.91,-115.06,CA3601086_001_001,34.91,-115.06,CA3601086_001_001,34.91,-115.06,Fenner Valley,not_found,No well,CA3601086_001_001,34.91,-115.06,not_found,groundwater_well_site,7-002,Fenner Valley,Fenner Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r081,81,39,,,BLM original contract target,CA3601098_001_001,34.81083,-115.2125,CA3601098_001_001,34.81083,-115.2125,CA3601098_001_001,34.81083,-115.2125,CA3601098_001_001,34.810833,-115.2125,Fenner Valley,present,"concrete house with water truck fill port.  Structure locked, no access.  Assumption is that well may exist.",CA3601098_001_001,34.810833,-115.2125,present,groundwater_well_site,7-002,Fenner Valley,Fenner Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,1.094439765907039,0.00020728025869451498,minor_field_refinement_le_500ft,True,,False
mojave_fieldcheck_r082,82,42,,,BLM original contract target,07N15E35R001S,34.635,-115.3775,07N15E35R001S,34.635,-115.3775,07N15E35R001S,34.635,-115.3775,07N15E35R001S,34.635,-115.3775,Fenner Valley,not_found,No well,07N15E35R001S,34.635,-115.3775,not_found,groundwater_well_site,7-002,Fenner Valley,Fenner Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r084,84,45,,,BLM original contract target,HWY Well #1,34.6314,-115.334062,"HWY Well
#1",34.6314,-115.33406,HWY Well #1,34.6314,-115.334062,"HWY Well
#1",34.631398083,-115.334051933333,Fenner Valley,present,"Yes, 8-inch steel casing","HWY Well
#1",34.631398083,-115.334051933333,present,groundwater_well_site,7-002,Fenner Valley,Fenner Valley,True,True,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,3.1016579059679765,0.000587435209463632,minor_field_refinement_le_500ft,True,,False
mojave_fieldcheck_r085,85,20,,,BLM original contract target,Fenner Well,34.819734,-115.181423,Fenner Well,34.81973,-115.18142,Fenner Well,34.819734,-115.181423,Fenner Well,34.81973,-115.18142,Fenner Valley,not_found,No well,Fenner Well,34.81973,-115.18142,not_found,groundwater_well_site,7-002,Fenner Valley,Fenner Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,1.7136777436263402,0.0003245601787171099,minor_field_refinement_le_500ft,True,Fenner Valley,False
mojave_fieldcheck_r086,86,41,,,BLM original contract target,Fenner Valley Cdoh Maint.,34.732645,-115.251272,"Fenner Valley, Cdoh Maintenance",34.732645,-115.251272,Fenner Valley Cdoh Maint.,34.732645,-115.251272,"Fenner Valley, Cdoh Maintenance",34.73265,-115.25127,Fenner Valley,not_found,No well,"Fenner Valley, Cdoh Maintenance",34.73265,-115.25127,not_found,groundwater_well_site,7-002,Fenner Valley,Fenner Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,1.9200946601291804,0.00036365429169113266,minor_field_refinement_le_500ft,True,Fenner Valley,False
mojave_fieldcheck_r087,87,0,,,BLM original contract target,,34.63141,-115.334078,,34.63141,-115.334078,,34.63141,-115.334078,,34.63141,-115.33408,Fenner Valley,not_found,No well,,34.63141,-115.33408,not_found,groundwater_well_site,7-002,Fenner Valley,Fenner Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.6003548945347298,0.00011370357851036551,unchanged_or_rounding_le_1ft,True,,False
mojave_fieldcheck_r088,88,44,,,BLM original contract target,06N16E06Q003S,34.635,-115.3453,06N16E06Q003S,34.635,-115.3453,06N16E06Q003S,34.635,-115.3453,06N16E06Q003S,34.635,-115.3453,Fenner Valley,not_found,No well,06N16E06Q003S,34.635,-115.3453,not_found,groundwater_well_site,7-002,Fenner Valley,Fenner Valley,False,False,False,,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,,Table 2 field result retained,Contractor Table 2 final coordinates/status; Bulletin 118 v6.2 spatial basin; monitoring workbook for measurements/feature type,ACCEPTED,0.0,0.0,unchanged_or_rounding_le_1ft,True,,False
