final_site_uid,current_brim_record_identifier,report_record_number,field_maps_number,action,old_name,new_name,name_changed,old_latitude,new_latitude,latitude_changed,old_longitude,new_longitude,longitude_changed,coordinate_distance_m,old_status,new_status,status_changed,old_report_basin,new_report_basin,report_basin_changed,spatial_bulletin118_name,old_notes,new_notes,notes_changed,match_key_used,resolution_method,confidence,reason,source_file,source_sheet,source_record_reference
mojave_fieldcheck_r059,mojave2025_59,59,"126, 127",UPDATE,05S17E33N001S,05S17E33N001S,False,33.6859,33.685916,True,-115.2215,-115.22147,True,3.296961755864293,present,present,False,Chuckwalla Valley,Chuckwalla Valley,False,Chuckwalla Valley,"OD 15""; ID 10"" steel","OD 15"", ID 10"" steel",False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 59
mojave_fieldcheck_r060,mojave2025_60,60,132,KEEP,CA3301164_002_002,CA3301164_002_002,False,33.66153,33.66153,False,-114.98409,-114.98409,False,0.0,present,present,False,Chuckwalla Valley,Chuckwalla Valley,False,Chuckwalla Valley,Genesis production well PW-2; active well; unable to collect data,"Genesis production well PW-2, active well, unable to collect data",False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,current BRIM values agree with reconciled authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 60
mojave_fieldcheck_r061,mojave2025_61,61,133,KEEP,CA3301164_001_001,CA3301164_001_001,False,33.66494,33.66494,False,-114.99815,-114.99815,False,0.0,not_found,not_found,False,Chuckwalla Valley,Chuckwalla Valley,False,Chuckwalla Valley,No well,No well,False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,current BRIM values agree with reconciled authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 61
mojave_fieldcheck_r062,mojave2025_62,62,136,KEEP,Wileys Well Rip Rap,Wileys Well Rip Rap,False,33.66389,33.66389,False,-114.899101,-114.899101,False,0.0,not_found,not_found,False,Chuckwalla Valley,Chuckwalla Valley,False,Chuckwalla Valley,No well,No well,False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,current BRIM values agree with reconciled authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 62
mojave_fieldcheck_r063,mojave2025_63,63,90,UPDATE,Teague Well,Teague Well,False,33.5842,33.5849973166666,True,-114.995578,-114.995578266666,True,88.65769415532375,not_found,present,True,Chuckwalla Valley,Chuckwalla Valley,False,Chuckwalla Valley,Note new coordinates inserted into record,"well head unprotected, old, steel",True,field_maps_identity_within_500m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 63
mojave_fieldcheck_r064,mojave2025_64,64,86,UPDATE,Hopkins Well,"Hopkins
Well",False,33.61225,33.6131044833333,True,-114.995536,-114.9956297,True,95.40971731165057,present,present,False,Chuckwalla Valley,Chuckwalla Valley,False,Chuckwalla Valley,,"well head located in cinder block enclosure, well head below grade and subject to surface water inflow.  Wellhead unprotected.",True,field_maps_identity_within_500m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 64
mojave_fieldcheck_r066,mojave2025_66,66,137,KEEP,Ford Well,Ford Well,False,33.6167,33.6167,False,-114.937201,-114.937201,False,0.0,not_found,not_found,False,Chuckwalla Valley,Chuckwalla Valley,False,Chuckwalla Valley,No well,No well,False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,current BRIM values agree with reconciled authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 66
mojave_fieldcheck_r067,mojave2025_67,67,91,KEEP,07S19E04R001S,07S19E04R001S,False,33.585,33.585,False,-114.9964,-114.9964,False,0.0,not_found,not_found,False,Chuckwalla Valley,Chuckwalla Valley,False,Chuckwalla Valley,No well,No well,False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,current BRIM values agree with reconciled authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 67
mojave_fieldcheck_r068,mojave2025_68,68,76,KEEP,07S20E04R001S,07S20E04R001S,False,33.5839,33.5839,False,-114.8911,-114.8911,False,0.0,not_found,not_found,False,Chuckwalla Valley,Chuckwalla Valley,False,Chuckwalla Valley,No well,No well,False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,current BRIM values agree with reconciled authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 68
mojave_fieldcheck_r069,mojave2025_69,69,85,KEEP,06S19E33A001S,06S19E33A001S,False,33.6146,33.6146,False,-114.9938,-114.9938,False,0.0,not_found,not_found,False,Chuckwalla Valley,Chuckwalla Valley,False,Chuckwalla Valley,No well,No well,False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,current BRIM values agree with reconciled authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 69
mojave_fieldcheck_r070,mojave2025_70,70,134,KEEP,06S20E30L001S,06S20E30L001S,False,33.6216,33.6216,False,-114.9327,-114.9327,False,0.0,not_found,not_found,False,Chuckwalla Valley,Chuckwalla Valley,False,Chuckwalla Valley,No well,No well,False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,current BRIM values agree with reconciled authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 70
mojave_fieldcheck_r071,mojave2025_71,71,87,KEEP,Ford Dry Lake Well,Ford Dry Lake Well,False,33.61112,33.61112,False,-114.996989,-114.996989,False,0.0,not_found,not_found,False,Chuckwalla Valley,Chuckwalla Valley,False,Chuckwalla Valley,No well,No well,False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,current BRIM values agree with reconciled authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 71
mojave_fieldcheck_r072,mojave2025_72,72,80,UPDATE,3.33527E+14,333527114511902,True,33.59104,33.59104,False,-114.855478,-114.855478,False,0.0,not_found,not_found,False,Chuckwalla Valley,Chuckwalla Valley,False,Chuckwalla Valley,No well,No well,False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 72
mojave_fieldcheck_r075,mojave2025_75,75,138,KEEP,07S18E11N001S,07S18E11N001S,False,33.5753,33.5753,False,-115.0766,-115.0766,False,0.0,not_found,not_found,False,Chuckwalla Valley,Chuckwalla Valley,False,Chuckwalla Valley,No well,No well,False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,current BRIM values agree with reconciled authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 75
mojave_fieldcheck_r076,mojave2025_76,76,89,KEEP,07S18E11R001S,07S18E11R001S,False,33.5753,33.5753,False,-115.0636,-115.0636,False,0.0,not_found,not_found,False,Chuckwalla Valley,Chuckwalla Valley,False,Chuckwalla Valley,No well,No well,False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,current BRIM values agree with reconciled authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 76
mojave_fieldcheck_r077,mojave2025_77,77,82,KEEP,08S20E10N001S,08S20E10N001S,False,33.4899,33.4899,False,-114.8846,-114.8846,False,0.0,not_found,not_found,False,Chuckwalla Valley,Chuckwalla Valley,False,Chuckwalla Valley,No well,No well,False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,current BRIM values agree with reconciled authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 77
mojave_fieldcheck_r078,mojave2025_78,78,83,KEEP,Coon Hollow Well,Coon Hollow Well,False,33.45207,33.45207,False,-114.891392,-114.891392,False,0.0,not_found,not_found,False,Chuckwalla Valley,Chuckwalla Valley,False,Chuckwalla Valley,No well,No well,False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,current BRIM values agree with reconciled authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 78
mojave_fieldcheck_r079,mojave2025_79,79,81,KEEP,Wiley Well,Wiley Well,False,33.49516,33.49516,False,-114.873676,-114.873676,False,0.0,not_found,not_found,False,Chuckwalla Valley,Chuckwalla Valley,False,Chuckwalla Valley,No well,No well,False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,current BRIM values agree with reconciled authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 79
mojave_fieldcheck_r080,mojave2025_80,80,21,KEEP,CA3601086_001_001,CA3601086_001_001,False,34.91,34.91,False,-115.06,-115.06,False,0.0,not_found,not_found,False,Fenner Valley,Fenner Valley,False,Fenner Valley,No well,No well,False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,current BRIM values agree with reconciled authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 80
mojave_fieldcheck_r081,mojave2025_81,81,39,UPDATE,CA3601098_001_001,CA3601098_001_001,False,34.810833,34.810833,False,-115.2125,-115.2125,False,0.0,unknown,present,True,Fenner Valley,Fenner Valley,False,Fenner Valley,concrete house with water truck fill port. Structure locked; no access. Assumption is that well may exist.,"concrete house with water truck fill port.  Structure locked, no access.  Assumption is that well may exist.",False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 81
mojave_fieldcheck_r082,mojave2025_82,82,42,KEEP,07N15E35R001S,07N15E35R001S,False,34.635,34.635,False,-115.3775,-115.3775,False,0.0,not_found,not_found,False,Fenner Valley,Fenner Valley,False,Fenner Valley,No well,No well,False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,current BRIM values agree with reconciled authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 82
mojave_fieldcheck_r084,mojave2025_84,84,45,KEEP,HWY Well #1,"HWY Well
#1",False,34.6314,34.631398083,False,-115.334062,-115.334051933333,False,0.9453853297390393,present,present,False,Fenner Valley,Fenner Valley,False,Fenner Valley,Yes; 8-inch steel casing,"Yes, 8-inch steel casing",False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,current BRIM values agree with reconciled authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 84
mojave_fieldcheck_r085,mojave2025_95,85,20,UPDATE,Fenner Well,Fenner Well,False,34.81973,34.81973,False,-115.18142,-115.18142,False,0.0,not_found,not_found,False,Fenner Valley,Fenner Valley,False,Fenner Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 85
mojave_fieldcheck_r086,mojave2025_96,86,41,UPDATE,Fenner Valley; Cdoh Maintenance,"Fenner Valley, Cdoh Maintenance",True,34.73265,34.73265,False,-115.25127,-115.25127,False,0.0,not_found,not_found,False,Fenner Valley,Fenner Valley,False,Fenner Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 86
mojave_fieldcheck_r087,mojave2025_85,87,0,UPDATE,Field Maps #0,,True,34.63141,34.63141,False,-115.33408,-115.33408,False,0.0,not_found,not_found,False,Fenner Valley,Fenner Valley,False,Fenner Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 87
mojave_fieldcheck_r088,mojave2025_86,88,44,UPDATE,06N16E06Q003S,06N16E06Q003S,False,34.635,34.635,False,-115.3453,-115.3453,False,0.0,not_found,not_found,False,Fenner Valley,Fenner Valley,False,Fenner Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 88
mojave_fieldcheck_r089,mojave2025_87,89,43,UPDATE,3.43806E+14,343806115204001,True,34.635,34.635,False,-115.34526,-115.34526,False,0.0,not_found,not_found,False,Fenner Valley,Fenner Valley,False,Fenner Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 89
mojave_fieldcheck_r090,mojave2025_88,90,24,UPDATE,07N18E08E001S,07N18E08E001S,False,34.7122,34.7122,False,-115.1253,-115.1253,False,0.0,not_found,not_found,False,Fenner Valley,Fenner Valley,False,Fenner Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 90
mojave_fieldcheck_r091,mojave2025_89,91,40,UPDATE,08N17E31X001S,08N17E31X001S,False,34.7383,34.7383,False,-115.241,-115.241,False,0.0,not_found,not_found,False,Fenner Valley,Fenner Valley,False,Fenner Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 91
mojave_fieldcheck_r092,mojave2025_90,92,23,UPDATE,3.44242E+14,344242115072601,True,34.71167,34.71167,False,-115.1247,-115.1247,False,0.0,not_found,not_found,False,Fenner Valley,Fenner Valley,False,Fenner Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 92
mojave_fieldcheck_r093,mojave2025_91,93,54,UPDATE,Field Maps #54; 37,,True,34.60502,34.6050300833,True,-115.43072,-115.430688083333,True,3.1289024816384314,present,present,False,Fenner Valley,Fenner Valley,False,Fenner Valley,Yes; 8-inch steel casing; 6'x6' pad,"Yes, 8-inch steel casing, 6'x6' pad.  See also FM record 144",True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 93
mojave_fieldcheck_r094,mojave2025_92,94,46,UPDATE,05N15E04B001S,05N15E04B001S,False,34.557,34.557,False,-115.4095,-115.4095,False,0.0,not_found,not_found,False,Fenner Valley,Fenner Valley,False,Fenner Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 94
mojave_fieldcheck_r095,mojave2025_93,95,53,UPDATE,06N14E25X001S,06N14E25X001S,False,34.579,34.579,False,-115.4684,-115.4684,False,0.0,not_found,not_found,False,Fenner Valley,Fenner Valley,False,Fenner Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 95
mojave_fieldcheck_r096,mojave2025_94,96,0,UPDATE,3.43306E+14,343306115245001,True,34.55167,34.55167,False,-115.41471,-115.41471,False,0.0,not_found,not_found,False,Fenner Valley,Fenner Valley,False,Fenner Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 96
mojave_fieldcheck_r097,mojave2025_97,97,68,UPDATE,Priests Well,Priests Well,False,34.01752,34.01752,False,-114.8972,-114.8972,False,0.0,not_found,not_found,False,Rice Valley,Rice Valley,False,Rice Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 97
mojave_fieldcheck_r098,mojave2025_98,98,70,UPDATE,02S20E08A001S,02S20E08A001S,False,34.0186,34.0186,False,-114.8979,-114.8979,False,0.0,not_found,not_found,False,Rice Valley,Rice Valley,False,Rice Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 98
mojave_fieldcheck_r099,mojave2025_99,99,69,UPDATE,02S20E08B001S,02S20E08B001S,False,34.0172,34.0172,False,-114.8983,-114.8983,False,0.0,not_found,not_found,False,Rice Valley,Rice Valley,False,Rice Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 99
mojave_fieldcheck_r100,mojave2025_100,100,71,UPDATE,Brown Well,Brown Well,False,33.98421,33.98421,False,-114.88483,-114.88483,False,0.0,not_found,not_found,False,Rice Valley,Rice Valley,False,Rice Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 100
mojave_fieldcheck_r101,mojave2025_101,101,72,KEEP,Gypsum Well,"Gypsum
Well",False,33.90974,33.90974,False,-114.82859,-114.82859,False,0.0,present,present,False,Rice Valley,Rice Valley,False,Rice Valley,"12"" steel; appears grouted","12"" steel, appears grouted",False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,current BRIM values agree with reconciled authority,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 101
mojave_fieldcheck_r102,mojave2025_102,102,0,UPDATE,02S21E28N001S,02S21E28N001S,False,33.9644,33.9644,False,-114.7879,-114.7879,False,0.0,not_found,not_found,False,Rice Valley,Rice Valley,False,Rice Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 102
mojave_fieldcheck_r103,mojave2025_103,103,66,UPDATE,01S23E12X001S,01S23E12X001S,False,34.1,34.1,False,-114.5177,-114.5177,False,0.0,not_found,not_found,False,Vidal Valley,Vidal Valley,False,Vidal Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 103
mojave_fieldcheck_r104,mojave2025_104,104,18,UPDATE,09N19E26D001S,09N19E26D001S,False,34.8451,34.8451,False,-114.9679,-114.9679,False,0.0,not_found,not_found,False,Ward Valley,Ward Valley,False,Ward Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 104
mojave_fieldcheck_r105,mojave2025_105,105,0,UPDATE,Painted Rock Well,Painted Rock Well,False,34.51914,34.51914,False,-115.13599,-115.13599,False,0.0,not_found,not_found,False,Ward Valley,Ward Valley,False,Ward Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 105
mojave_fieldcheck_r106,mojave2025_106,106,17,UPDATE,Galleta Well,Galleta Well,False,34.48104,34.48104,False,-114.926122,-114.926122,False,0.0,not_found,not_found,False,Ward Valley,Ward Valley,False,Ward Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 106
mojave_fieldcheck_r107,mojave2025_107,107,0,UPDATE,04N19E25C002S,04N19E25C002S,False,34.4114,34.4114,False,-114.9397,-114.9397,False,0.0,not_found,not_found,False,Ward Valley,Ward Valley,False,Ward Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 107
mojave_fieldcheck_r108,mojave2025_108,108,77,UPDATE,Milligan,Milligan,False,34.27622,34.27622,False,-115.149029,-115.149029,False,0.0,not_found,not_found,False,Ward Valley,Ward Valley,False,Ward Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 108
mojave_fieldcheck_r109,mojave2025_109,109,78,UPDATE,02N17E23D003S,02N17E23D003S,False,34.2513,34.2513,False,-115.1724,-115.1724,False,0.0,not_found,not_found,False,Ward Valley,Ward Valley,False,Ward Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 109
mojave_fieldcheck_r111,mojave2025_111,111,0,UPDATE,Martins Well,Martins Well,False,34.31029,34.31029,False,-114.916928,-114.916928,False,0.0,not_found,not_found,False,Ward Valley,Ward Valley,False,Ward Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 111
mojave_fieldcheck_r112,mojave2025_112,112,67,UPDATE,02N18E35H001S,02N18E35H001S,False,34.2185,34.2185,False,-115.0539,-115.0539,False,0.0,not_found,not_found,False,Ward Valley,Ward Valley,False,Ward Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 112
mojave_fieldcheck_r113,mojave2025_113,113,79,UPDATE,02N18E32P001S,02N18E32P001S,False,34.2113,34.2113,False,-115.1154,-115.1154,False,0.0,not_found,not_found,False,Ward Valley,Ward Valley,False,Ward Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 113
mojave_fieldcheck_r114,mojave2025_114,114,67,UPDATE,02N18E35H003S,02N18E35H003S,False,34.2185,34.2185,False,-115.0539,-115.0539,False,0.0,not_found,not_found,False,Ward Valley,Ward Valley,False,Ward Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 114
mojave_fieldcheck_r116,mojave2025_116,116,73,UPDATE,01S18E13L001S,01S18E13L001S,False,34.0838,34.0838,False,-115.0472,-115.0472,False,0.0,not_found,not_found,False,Ward Valley,Ward Valley,False,Ward Valley,,No well,True,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 116
mojave_fieldcheck_r117,mojave2025_117,117,86,UPDATE,Goffs 1,Goffs 1,False,34.9204827,34.9204827,False,-115.0668137,-115.0668137,False,0.0,present,present,False,,Ward Valley,True,Fenner Valley,"6"" steel","6"" steel",False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 117
mojave_fieldcheck_r118,mojave2025_118,118,135,UPDATE,Fenner 1,TW-2,True,33.612551,33.612551,False,-114.908167,-114.908167,False,0.0,present,present,False,,Chuckwalla Valley,True,Chuckwalla Valley,"TW-2; Genesis Solar; outer 12"" steel; inner 6"" steel","TW-2, Genesis Solar, outer 12"" steel, inner 6"" steel",False,coordinate_within_5m,explicit identifier in field note; FM 135 monitoring/lab row corroborates Genesis site,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 118
mojave_fieldcheck_r119,mojave2025_119,119,131,UPDATE,Amboy 1,PW-0,True,34.5592895,34.5592895,False,-115.7520384,-115.7520384,False,0.0,present,present,False,,Bristol Valley,True,Bristol Valley,"PW-0; active well; unable to collect data; 10"" OD","PW-0, active well, unable to collect data, 10"" OD",False,coordinate_within_5m,explicit identifier at start of field note; Table 1C Amboy 1 retained as source alias,MODERATE,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 119
mojave_fieldcheck_r120,mojave2025_120,120,130,UPDATE,Amboy 2,Amboy 2,False,34.56888,34.56888,False,-115.7021424,-115.7021424,False,0.0,present,present,False,,Bristol Valley,True,Bristol Valley,well head has welded steel plate on top,well head has welded steel plate on top,False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 120
mojave_fieldcheck_r121,mojave2025_121,121,128,UPDATE,Cadiz 1,,True,33.685984,33.685984,False,-115.221328,-115.221328,False,0.0,present,present,False,,Cadiz Valley,True,Chuckwalla Valley,"6"" steel; locked","6"" steel, locked",False,coordinate_within_5m,large relocation/new-site evidence makes earlier geographic name unsafe; no supported replacement,MODERATE,one or more reconciled attributes differ from current BRIM; unresolved attribute documented in human-review file,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 121
mojave_fieldcheck_r122,mojave2025_122,122,127,UPDATE,Cadiz 2,Cadiz 2,False,34.4756182,34.4756182,False,-115.5189836,-115.5189836,False,0.0,present,present,False,,Cadiz Valley,True,Bristol Valley,"outer 15""; inner 10""; both steel","outer 15"", inner 10"", both steel",False,coordinate_within_5m,Table 2 name retained; identity/coordinate lineage is coherent,HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 122
mojave_fieldcheck_r123,mojave2025_123,123,129,UPDATE,Cadiz 3,OW-2,True,33.686111,33.686111,False,-115.22118,-115.22118,False,0.0,present,present,False,,Cadiz Valley,True,Chuckwalla Valley,"6"" steel; locked; named OW-2","6"" steel, locked, named OW-2",False,coordinate_within_5m,field note explicitly states 'named OW-2',HIGH,one or more reconciled attributes differ from current BRIM,Copy of Tables rev 1 10Jun2026(1).xlsx,Table 2 - Results of Recon,record 123
