acec_id,official_acec_name,normalized_acec_name,alternate_names,source_semantic_key,designation_status,designation_status_label,designation_type,designation_types,rna_relationship_status,is_currently_designated,is_proposed_only,is_historical_or_superseded,is_research_natural_area,has_research_natural_area_component,source_component_count,source_polygon_count,multipart_source_count,official_acres,official_acres_source,current_gis_acres,calculated_source_geometry_acres,acreage_difference,acreage_difference_percent,blm_districts,blm_field_offices,source_administrative_unit,source_admin_unit_code,governing_plan_count,current_governing_plans,designation_decision_date,designation_year,designation_authority,designation_document_id,designation_document_url,designation_document_page,designation_history_summary,relevant_and_important_values_summary,value_families,management_direction_summary,access_and_land_status_summary,counties,states,primary_ecoregions,planning_framework,water_resource_relevance,water_resource_relevance_summary,current_official_page_url,direct_official_area_page_status,current_official_map_url,official_map_status,current_plan_url,current_plan_status,current_office_url,office_page_status,implementation_plan_status,access_page_status,research_status,last_verified,record_confidence,unit_summary_short,notes,source_geometry_part_count,supplied_brim_calculated_geometry_acres,supplied_brim_geometry_valid,supplied_brim_geometry_metric_status,source_geometry_provenance
acec-7555038d7fe3db,Mountain Peaks,mountain peaks,,mountain peaks|Alturas|DOI-BLM-CA-N020-2008-0001-RMP-EIS|2008-04-17|CAN02000,currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,not_verified,True,False,False,unverified,unverified,1,1,1,,not_researched,3799.951052,3799.951052,-0.0,-0.0,Northern California District,Applegate Field Office,Applegate Field Office,CAN02000,1,Alturas,2008-04-17,2008,BLM land-use planning decision,DOI-BLM-CA-N020-2008-0001-RMP-EIS,https://eplanning.blm.gov/Project-Home/?id=e567a393-a7f2-f011-8407-001dd80c29f3,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Natural processes, Natural systems, Scenic values, and Wildlife resources.",botanical_or_ecological;scenic;wildlife_and_habitat,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,northern_california_other_plan,no_water_value_identified_in_statewide_source,No fish-resource relevance is coded affirmative in the statewide source; spatial hydrologic context has not been derived.,,not_verified,,statewide_source_map_only,https://eplanning.blm.gov/Project-Home/?id=e567a393-a7f2-f011-8407-001dd80c29f3,direct_official_plan_or_project_page,https://www.blm.gov/office/applegate-field-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"Mountain Peaks is represented in the current BLM California designated-ACEC layer under Alturas. The statewide source identifies natural processes, natural systems, scenic values, and wildlife resources as relevant designation categories. The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",2,3799.951051570292,True,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
acec-ff9476c993c7fd,Mule McCoy Linkage,mule mccoy linkage,,"mule mccoy linkage|CDCA Plan, as amended, DRECP amendment|DOI-BLM-CA-D010-1980-0001-RMP-EIS|1980-12-12|CAD00000",currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,not_verified,True,False,False,unverified,unverified,1,1,1,,not_researched,60260.958349,60260.958349,-0.0,-0.0,California Desert District,,California Desert District,CAD00000,1,"CDCA Plan, as amended, DRECP amendment",1980-12-12,1980,BLM land-use planning decision,DOI-BLM-CA-D010-1980-0001-RMP-EIS,https://eplanning.blm.gov/eplanning-ui/project/66949/510,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Cultural resources, Historic resources, Natural processes, Natural systems, and Wildlife resources.",botanical_or_ecological;cultural_archaeological_historic;wildlife_and_habitat,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,drecp,no_water_value_identified_in_statewide_source,No fish-resource relevance is coded affirmative in the statewide source; spatial hydrologic context has not been derived.,,not_verified,,statewide_source_map_only,https://eplanning.blm.gov/eplanning-ui/project/66949/510,direct_official_plan_or_project_page,https://www.blm.gov/office/california-desert-district-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"Mule McCoy Linkage is represented in the current BLM California designated-ACEC layer under CDCA Plan, as amended, DRECP amendment. The statewide source identifies cultural resources, historic resources, natural processes, natural systems, and wildlife resources as relevant designation categories. The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",2,60260.958348780296,True,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
acec-9ab358b15b0c00,Mule Mountains,mule mountains,,"mule mountains|CDCA Plan, as amended by DRECP||2016-09-14|CAD00000",currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,not_verified,True,False,False,unverified,unverified,1,1,0,,not_researched,4090.870328,4090.870328,-0.0,-0.0,California Desert District,,California Desert District,CAD00000,1,"CDCA Plan, as amended by DRECP",2016-09-14,2016,BLM land-use planning decision,,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Cultural resources, Historic resources, Natural processes, and Natural systems.",botanical_or_ecological;cultural_archaeological_historic,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,drecp,no_water_value_identified_in_statewide_source,No fish-resource relevance is coded affirmative in the statewide source; spatial hydrologic context has not been derived.,,not_verified,,statewide_source_map_only,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,official_california_plan_index_only,https://www.blm.gov/office/california-desert-district-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"Mule Mountains is represented in the current BLM California designated-ACEC layer under CDCA Plan, as amended by DRECP. The statewide source identifies cultural resources, historic resources, natural processes, and natural systems as relevant designation categories. The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",1,4090.870327840676,True,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
acec-cf2a037802c4f0,Nissenan Manzanita,nissenan manzanita,,nissenan manzanita|Sierra|DOI-BLM-CA-C080-2007-0001-RMP-EIS|2008-02-01|CAC08000,currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,not_verified,True,False,False,unverified,unverified,1,1,0,,not_researched,130.34921,130.34921,0.0,0.0,Central California District,Mother Lode Field Office,Mother Lode Field Office,CAC08000,1,Sierra,2008-02-01,2008,BLM land-use planning decision,DOI-BLM-CA-C080-2007-0001-RMP-EIS,https://eplanning.blm.gov/eplanning-ui/project/72554/510,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Natural processes, and Natural systems.",botanical_or_ecological,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,central_california_plan,no_water_value_identified_in_statewide_source,No fish-resource relevance is coded affirmative in the statewide source; spatial hydrologic context has not been derived.,,not_verified,,statewide_source_map_only,https://eplanning.blm.gov/eplanning-ui/project/72554/510,direct_official_plan_or_project_page,https://www.blm.gov/office/mother-lode-field-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"Nissenan Manzanita is represented in the current BLM California designated-ACEC layer under Sierra. The statewide source identifies natural processes, and natural systems as relevant designation categories. The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",1,130.34920976578417,True,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
acec-7dae56cb4e1e91,North Dry Valley,north dry valley,,north dry valley|Eagle Lake|DOI-BLM-CA-N050-2008-0002-RMP-EIS|2008-04-17|CAN05000,currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,not_verified,True,False,False,unverified,unverified,1,1,0,,not_researched,10264.722598,10264.722598,0.0,0.0,Northern California District,Eagle Lake Field Office,Eagle Lake Field Office,CAN05000,1,Eagle Lake,2008-04-17,2008,BLM land-use planning decision,DOI-BLM-CA-N050-2008-0002-RMP-EIS,https://eplanning.blm.gov/eplanning-ui/project/69341/510,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Cultural resources, Fish or aquatic resources, Natural systems, Scenic values, and Wildlife resources.",botanical_or_ecological;cultural_archaeological_historic;scenic;water_aquatic;wildlife_and_habitat,The statewide source identifies special management attention to protect identified relevant and important values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,northern_california_other_plan,documented_designation_value,The statewide source identifies fish-resource relevance.,,not_verified,,statewide_source_map_only,https://eplanning.blm.gov/eplanning-ui/project/69341/510,direct_official_plan_or_project_page,https://www.blm.gov/office/eagle-lake-field-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"North Dry Valley is represented in the current BLM California designated-ACEC layer under Eagle Lake. The statewide source identifies cultural resources, fish or aquatic resources, natural systems, scenic values, and wildlife resources as relevant designation categories. The statewide source identifies special management attention to protect identified relevant and important values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",1,10264.722597729778,True,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
acec-32606f71621fa0,North Fork Cosumnes River,north fork cosumnes river,,north fork cosumnes river|Sierra|DOI-BLM-CA-C080-2007-0001-RMP-EIS|2008-02-01|CAC08000,currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,not_verified,True,False,False,unverified,unverified,1,1,1,,not_researched,1135.730391,1135.730391,0.0,0.0,Central California District,Mother Lode Field Office,Mother Lode Field Office,CAC08000,1,Sierra,2008-02-01,2008,BLM land-use planning decision,DOI-BLM-CA-C080-2007-0001-RMP-EIS,https://eplanning.blm.gov/eplanning-ui/project/72554/510,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Natural processes, Natural systems, and Scenic values.",botanical_or_ecological;scenic,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,central_california_plan,no_water_value_identified_in_statewide_source,No fish-resource relevance is coded affirmative in the statewide source; spatial hydrologic context has not been derived.,,not_verified,,statewide_source_map_only,https://eplanning.blm.gov/eplanning-ui/project/72554/510,direct_official_plan_or_project_page,https://www.blm.gov/office/mother-lode-field-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"North Fork Cosumnes River is represented in the current BLM California designated-ACEC layer under Sierra. The statewide source identifies natural processes, natural systems, and scenic values as relevant designation categories. The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",9,1135.7303912657906,True,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
acec-77c324f5d7499a,North Fork Eel,north fork eel,,north fork eel|Northwest California Integrated Plan|DOI-BLM-CA-N060-2021-0012-RMP-EIS|2024-11-06|CAN03000,currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,not_verified,True,False,False,unverified,unverified,1,1,0,,not_researched,500.05176,500.05176,0.0,0.0,Northern California District,Arcata Field Office,Arcata Field Office,CAN03000,1,Northwest California Integrated Plan,2024-11-06,2024,BLM land-use planning decision,DOI-BLM-CA-N060-2021-0012-RMP-EIS,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/northwest-california-integrated-rmp,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Historic resources, Natural hazards or public safety, Natural processes, Natural systems, and Wildlife resources.",botanical_or_ecological;cultural_archaeological_historic;other_or_unresolved;wildlife_and_habitat,The statewide source identifies special management attention to protect identified relevant and important values and prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,northwest_california_integrated_plan,no_water_value_identified_in_statewide_source,No fish-resource relevance is coded affirmative in the statewide source; spatial hydrologic context has not been derived.,,not_verified,,statewide_source_map_only,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/northwest-california-integrated-rmp,direct_official_plan_or_project_page,https://www.blm.gov/office/arcata-field-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"North Fork Eel is represented in the current BLM California designated-ACEC layer under Northwest California Integrated Plan. The statewide source identifies historic resources, natural hazards or public safety, natural processes, natural systems, and wildlife resources as relevant designation categories. The statewide source identifies special management attention to protect identified relevant and important values and prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",1,500.05175960955705,True,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
acec-335cfd344ff221,North Table Mountain ,north table mountain,,north table mountain|Northwest California Integrated Plan|DOI-BLM-CA-N060-2021-0012-RMP-EIS|2024-11-06|CAN06000,currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,not_verified,True,False,False,unverified,unverified,1,1,0,,not_researched,53.153349,53.153349,0.0,0.0,Northern California District,Redding Field Office,Redding Field Office,CAN06000,1,Northwest California Integrated Plan,2024-11-06,2024,BLM land-use planning decision,DOI-BLM-CA-N060-2021-0012-RMP-EIS,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/northwest-california-integrated-rmp,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Natural processes, and Natural systems.",botanical_or_ecological,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,northwest_california_integrated_plan,no_water_value_identified_in_statewide_source,No fish-resource relevance is coded affirmative in the statewide source; spatial hydrologic context has not been derived.,,not_verified,,statewide_source_map_only,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/northwest-california-integrated-rmp,direct_official_plan_or_project_page,https://www.blm.gov/office/redding-field-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"North Table Mountain  is represented in the current BLM California designated-ACEC layer under Northwest California Integrated Plan. The statewide source identifies natural processes, and natural systems as relevant designation categories. The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",1,53.153348696241636,True,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
acec-0a67662d845f3a,Northen Lucerne Wildlife Linkage,northen lucerne wildlife linkage,,"northen lucerne wildlife linkage|CDCA Plan, as amended by DRECP|DOI-BLM-CA-D010-2014-0001-RMP-EIS|2016-09-14|CAD00000",currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,not_verified,True,False,False,unverified,unverified,1,1,0,,not_researched,42451.595307,42451.595307,0.0,0.0,California Desert District,,California Desert District,CAD00000,1,"CDCA Plan, as amended by DRECP",2016-09-14,2016,BLM land-use planning decision,DOI-BLM-CA-D010-2014-0001-RMP-EIS,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Natural processes, Natural systems, Scenic values, and Wildlife resources.",botanical_or_ecological;scenic;wildlife_and_habitat,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,drecp,no_water_value_identified_in_statewide_source,No fish-resource relevance is coded affirmative in the statewide source; spatial hydrologic context has not been derived.,,not_verified,,statewide_source_map_only,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,direct_official_plan_or_project_page,https://www.blm.gov/office/california-desert-district-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"Northen Lucerne Wildlife Linkage is represented in the current BLM California designated-ACEC layer under CDCA Plan, as amended by DRECP. The statewide source identifies natural processes, natural systems, scenic values, and wildlife resources as relevant designation categories. The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",1,42451.5953068067,True,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
acec-50fe1926fe83c0,Ocotillo,ocotillo,,"ocotillo|CDCA Plan, as amended, DRECP amendment|DOI-BLM-CA-D010-1980-0001-RMP-EIS|1980-12-12|CAD00000",currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,not_verified,True,False,False,unverified,unverified,1,1,1,,not_researched,14908.18577,14908.18577,0.0,0.0,California Desert District,,California Desert District,CAD00000,1,"CDCA Plan, as amended, DRECP amendment",1980-12-12,1980,BLM land-use planning decision,DOI-BLM-CA-D010-1980-0001-RMP-EIS,https://eplanning.blm.gov/eplanning-ui/project/66949/510,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Cultural resources, Historic resources, Natural processes, Natural systems, and Wildlife resources.",botanical_or_ecological;cultural_archaeological_historic;wildlife_and_habitat,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,drecp,no_water_value_identified_in_statewide_source,No fish-resource relevance is coded affirmative in the statewide source; spatial hydrologic context has not been derived.,,not_verified,,statewide_source_map_only,https://eplanning.blm.gov/eplanning-ui/project/66949/510,direct_official_plan_or_project_page,https://www.blm.gov/office/california-desert-district-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"Ocotillo is represented in the current BLM California designated-ACEC layer under CDCA Plan, as amended, DRECP amendment. The statewide source identifies cultural resources, historic resources, natural processes, natural systems, and wildlife resources as relevant designation categories. The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",2,14908.185769659787,True,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
acec-be1782fac080fa,Olancha Greasewood,olancha greasewood,,"olancha greasewood|CDCA Plan, as amended by DRECP||2016-09-14|CAD00000",currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,not_verified,True,False,False,unverified,unverified,1,1,0,,not_researched,29344.520524,29344.520524,0.0,0.0,California Desert District,,California Desert District,CAD00000,1,"CDCA Plan, as amended by DRECP",2016-09-14,2016,BLM land-use planning decision,,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Natural processes, and Natural systems.",botanical_or_ecological,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,drecp,no_water_value_identified_in_statewide_source,No fish-resource relevance is coded affirmative in the statewide source; spatial hydrologic context has not been derived.,,not_verified,,statewide_source_map_only,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,official_california_plan_index_only,https://www.blm.gov/office/california-desert-district-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"Olancha Greasewood is represented in the current BLM California designated-ACEC layer under CDCA Plan, as amended by DRECP. The statewide source identifies natural processes, and natural systems as relevant designation categories. The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",1,29344.520523976804,True,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
acec-0084f188f1b409,Old Growth Juniper,old growth juniper,,old growth juniper|Alturas|DOI-BLM-CA-N020-2008-0001-RMP-EIS|2008-04-17|CAN02000,currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,not_verified,True,False,False,unverified,unverified,1,1,1,,not_researched,3145.968339,3145.968339,-0.0,-0.0,Northern California District,Applegate Field Office,Applegate Field Office,CAN02000,1,Alturas,2008-04-17,2008,BLM land-use planning decision,DOI-BLM-CA-N020-2008-0001-RMP-EIS,https://eplanning.blm.gov/Project-Home/?id=e567a393-a7f2-f011-8407-001dd80c29f3,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Cultural resources, Fish or aquatic resources, Historic resources, Natural processes, Natural systems, Scenic values, and Wildlife resources.",botanical_or_ecological;cultural_archaeological_historic;scenic;water_aquatic;wildlife_and_habitat,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,northern_california_other_plan,documented_designation_value,The statewide source identifies fish-resource relevance.,,not_verified,,statewide_source_map_only,https://eplanning.blm.gov/Project-Home/?id=e567a393-a7f2-f011-8407-001dd80c29f3,direct_official_plan_or_project_page,https://www.blm.gov/office/applegate-field-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"Old Growth Juniper is represented in the current BLM California designated-ACEC layer under Alturas. The statewide source identifies cultural resources, fish or aquatic resources, historic resources, natural processes, natural systems, scenic values, and wildlife resources as relevant designation categories. The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",2,3145.9683391228805,True,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
acec-63e4d346ca50ac,Old Woman Springs Wildlife Linkage,old woman springs wildlife linkage,,"old woman springs wildlife linkage|CDCA Plan, as amended by DRECP|DOI-BLM-CA-D010-2014-0001-RMP-EIS|2016-09-14|CAD00000",currently_designated_source_layer,Currently mapped as designated,ACEC,ACEC,not_verified,True,False,False,unverified,unverified,1,1,0,,not_researched,61170.603705,61170.603706,-0.0,-0.0,California Desert District,,California Desert District,CAD00000,1,"CDCA Plan, as amended by DRECP",2016-09-14,2016,BLM land-use planning decision,DOI-BLM-CA-D010-2014-0001-RMP-EIS,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,,Current statewide source supplies one governing-plan/ROD association; earlier boundary and designation history require plan-level research.,"Natural processes, Natural systems, and Wildlife resources.",botanical_or_ecological;wildlife_and_habitat,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,"Legal access, ownership, inholdings, and component-specific restrictions were not established from the statewide ACEC layer.",,California,,drecp,no_water_value_identified_in_statewide_source,No fish-resource relevance is coded affirmative in the statewide source; spatial hydrologic context has not been derived.,,not_verified,,statewide_source_map_only,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,direct_official_plan_or_project_page,https://www.blm.gov/office/california-desert-district-office,official_unit_url_candidate_not_http_validated,not_systematically_researched,not_systematically_researched,statewide_source_audit_complete_plan_level_research_partial,2026-08-05,high_source_identity_medium_semantic_history,"Old Woman Springs Wildlife Linkage is represented in the current BLM California designated-ACEC layer under CDCA Plan, as amended by DRECP. The statewide source identifies natural processes, natural systems, and wildlife resources as relevant designation categories. The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific. The mapped boundary is a planning-designation geometry, not an ownership or access boundary.","Detailed ACEC-specific plan pages, maps, prescriptions, land status, access, and related-designation intersections remain a documented research/overlay phase.",1,61170.60370550328,True,equivalent_within_qa_tolerance,user-supplied BRIM acec shapefile; EPSG:3310; original snapshot preserved
