agency,program,theme,external_group,external_group_order,external_subgroup,external_subgroup_order,external_layer_id,display_name,primary_panel,service_type,service_url,supports_popups,default_clickable,default_opacity,notes,source_page,geographic_scope,pt2_usage_note,priority,default_load_mode,where_clause,large_layer_warning,min_zoom_live,min_zoom_current_view,legend_url,legend_note,popup_fields,popup_aliases,popup_link_template,popup_link_label,identify_url,hover_fields,hover_aliases,hover_bold_fields,hover_no_label_fields,hover_round_fields,hover_show_native_field_names,default_label_field,out_fields,best_use,useful_for_visualization,style_field_candidates,default_style_field,default_style_method,style_units,style_legend_title,style_direction,field_curation_notes,show_native_field_names,load_badge,load_badge_override,load_score,load_score_override,load_note,load_audit_basis,load_n_tests,load_success_rate,load_median_seconds,load_p90_seconds,load_max_seconds,load_feature_cap_rate
DWR / CNRA,DWR GIS Atlas,DWR GW,GW / SW Data Products,90,DWR GW,20,EXT049,DWR Groundwater Stations — inspectable features,external,feature,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/i08_GroundwaterStations_EnterpriseWaterManagement/FeatureServer/0,True,True,0.75,California DWR FeatureServer layer. Current-view loading is recommended for larger statewide layers.,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/i08_GroundwaterStations_EnterpriseWaterManagement/FeatureServer/0,,,182,current_view,,Potentially large statewide FeatureServer. Zoom in first and use current-view loading for better performance.,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,red,,4.0,,Audited load: heavy (10/10 tests loaded; median 0.2 sec; p90 0.32 sec; max features 1000; cap rate 80%).,BRIM load audit 2026-07,10.0,1.0,0.196330547332764,0.316686320304871,0.477643966674805,0.8
DWR / CNRA,California's Groundwater Live,DWR GW,GW / SW Data Products,90,DWR GW,20,EXT050,DWR Recently Measured Groundwater Levels,external,feature,https://services.arcgis.com/aa38u6OgfNoCkTJ6/arcgis/rest/services/GWL_Recently_Measured_v3/FeatureServer/0,True,True,0.75,Monitoring wells in DWR's groundwater elevation database with a groundwater elevation measurement reported in the last 18 months.,https://catalog.data.gov/dataset/californias-groundwater-live-supporting-data-eb38d/resource/15dcd342-e4e5-4a1c-b766-a417d373470c,,,183,current_view,,Statewide point FeatureServer. Current-view loading is recommended for performance.,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,red,,4.0,,Audited load: heavy (10/10 tests loaded; median 0.24 sec; p90 0.43 sec; max features 2000; cap rate 60%).,BRIM load audit 2026-07,10.0,1.0,0.244208097457886,0.426765942573547,0.746921062469482,0.6
SWRCB / Water Boards,SAFER / Aquifer Risk,SWRCB GW,GW / SW Data Products,90,SWRCB GW,30,EXT054,Water Boards 2026 Aquifer Risk Map — Water Quality Risk,external,feature,https://gispublic.waterboards.ca.gov/portalserver/rest/services/Hosted/Water_Quality_Risk_2026_ARM/FeatureServer/2,True,True,0.75,Water quality risk estimates for domestic wells and state small water systems. Current-view loading is recommended.,https://gispublic.waterboards.ca.gov/portalserver/rest/services/Hosted/Water_Quality_Risk_2026_ARM/FeatureServer,,,213,current_view,,Large statewide polygon FeatureServer. Zoom in first and use current-view loading for better performance.,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,red,,4.0,,Audited load: heavy (10/10 tests loaded; median 0.35 sec; p90 0.66 sec; max features 2000; cap rate 80%).,BRIM load audit 2026-07,10.0,1.0,0.34904408454895,0.658977842330933,0.693501949310303,0.8
SWRCB / Water Boards,Integrated Report / 303(d),Water quality / impaired waters,GW / SW Data Products,90,SWRCB SW,35,SWRCB_2024_IR_LINES,2024 Integrated Report | SWRCB lines,external,feature,https://gispublic.waterboards.ca.gov/portalserver/rest/services/Hosted/Draft_2024_Integrated_Report_Lines/FeatureServer/1,True,True,0.62,"2024 Integrated Report assessed-waterbody layer. Linear waterbodies such as streams, rivers, and beaches from the 2024 Integrated Report.",https://www.waterboards.ca.gov/water_issues/programs/water_quality_assessment/2024-integrated-report.html,California,Current 2024 Integrated Report screening layer; includes assessed waterbodies and listing status. Use popups/fact sheets for impairment/listing details.,3,current_view,,Current-view snapshot only. Zoom in and refresh current view for local screening; statewide requests may be capped or slow.,,8.0,,2024 Integrated Report categories/listing status are source attributes; BRIM uses a simple listing-status style where feature attributes are available.,"wbname,wbid,wbtype,board_name,category,listing_status,prior_cycle_listings,proposed_new_listings,proposed_new_delisting,notes","wbname=Waterbody name,wbid=Waterbody ID,wbtype=Waterbody type,board_name=Regional Board,category=2024 Integrated Report category,listing_status=2024 listing status,prior_cycle_listings=Existing/current listed pollutants (from prior cycles),proposed_new_listings=Proposed 2024 new listings,proposed_new_delisting=Proposed 2024 delistings,notes=Notes",{fact_sheets_raw},Open waterbody fact sheet,,"wbname,category,listing_status,board_name","wbname=Waterbody,category=Category,listing_status=Listing,board_name=Regional Board",wbname,,,,wbname,"wbname,wbid,wbtype,board_name,category,listing_status,prior_cycle_listings,proposed_new_listings,proposed_new_delisting,fact_sheets,notes",Screening current 2024 Integrated Report assessment/category/listing status and opening source fact sheets.,Shows current assessed waterbodies from the 2024 Integrated Report; use popups for category/listing status and fact-sheet links.,,listing_status,swrcb_ir_listing_status,listing status,2024 Integrated Report listing status,,2024 Integrated Report replaces legacy 2010 impaired-waters MapServer row. Includes assessed waterbodies; categories 4a/4b/5 are the 303(d) listed/impaired subset.,False,gray,,,,New 2024 Integrated Report row; rerun External load audit for empirical badge.,not_audited_after_2024_ir_add,,,,,,
SWRCB / Water Boards,Integrated Report / 303(d),Water quality / impaired waters,GW / SW Data Products,90,SWRCB SW,35,SWRCB_2024_IR_POLYGONS,2024 Integrated Report | SWRCB polygons,external,feature,https://gispublic.waterboards.ca.gov/portalserver/rest/services/Hosted/2024_Integrated_Report_Polygons/FeatureServer/0,True,True,0.62,"2024 Integrated Report assessed-waterbody layer. Polygon waterbodies such as bays, lakes, and reservoirs from the 2024 Integrated Report.",https://www.waterboards.ca.gov/water_issues/programs/water_quality_assessment/2024-integrated-report.html,California,Current 2024 Integrated Report screening layer; includes assessed waterbodies and listing status. Use popups/fact sheets for impairment/listing details.,3,current_view,,Current-view snapshot only. Zoom in and refresh current view for local screening; statewide requests may be capped or slow.,,8.0,,2024 Integrated Report categories/listing status are source attributes; BRIM uses a simple listing-status style where feature attributes are available.,"wbname,wbid,wbtype,board_name,category,listing_status,prior_cycle_listings,proposed_new_listings,proposed_new_delisting,notes","wbname=Waterbody name,wbid=Waterbody ID,wbtype=Waterbody type,board_name=Regional Board,category=2024 Integrated Report category,listing_status=2024 listing status,prior_cycle_listings=Existing/current listed pollutants (from prior cycles),proposed_new_listings=Proposed 2024 new listings,proposed_new_delisting=Proposed 2024 delistings,notes=Notes",{fact_sheets_raw},Open waterbody fact sheet,,"wbname,category,listing_status,board_name","wbname=Waterbody,category=Category,listing_status=Listing,board_name=Regional Board",wbname,,,,wbname,"wbname,wbid,wbtype,board_name,category,listing_status,prior_cycle_listings,proposed_new_listings,proposed_new_delisting,fact_sheets,notes",Screening current 2024 Integrated Report assessment/category/listing status and opening source fact sheets.,Shows current assessed waterbodies from the 2024 Integrated Report; use popups for category/listing status and fact-sheet links.,,listing_status,swrcb_ir_listing_status,listing status,2024 Integrated Report listing status,,2024 Integrated Report replaces legacy 2010 impaired-waters MapServer row. Includes assessed waterbodies; categories 4a/4b/5 are the 303(d) listed/impaired subset.,False,gray,,,,New 2024 Integrated Report row; rerun External load audit for empirical badge.,not_audited_after_2024_ir_add,,,,,,
SWRCB / Water Boards,Integrated Report,SWRCB SW,GW / SW Data Products,90,SWRCB SW,40,EXT052,SWRCB impaired waters | 2010 legacy service,disabled,map,https://gispublic.waterboards.ca.gov/arcgis/rest/services/Water_Quality/Impaired_waters/MapServer,False,False,0.58,Water bodies assessed and listed as impaired under Clean Water Act 303(d)/305(b). Legacy 2010 impaired-waters service retained for reference; hidden from External panel after 2024 Integrated Report rows were added.,https://gispublic.waterboards.ca.gov/arcgis/rest/services/Water_Quality/Impaired_waters/MapServer,,,211,visual,,,8.0,,https://gispublic.waterboards.ca.gov/arcgis/rest/services/Water_Quality/Impaired_waters/MapServer/legend,,,,,,,,,,,,,,,,,,,,,,,,,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.16 sec; p90 0.68 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.159416556358337,0.676646089553832,3.37649416923523,0.0
DWR / CNRA,DWR GIS Atlas,1water,Hydrologic Basins / Admin Boundaries,100,1water,10,EXT005,DWR Hydrologic Regions,external,map,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_Hydrologic_Regions/MapServer,False,False,0.58,California DWR ArcGIS REST MapServer layer. Use as a visual overlay.,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_Hydrologic_Regions/MapServer,,,113,visual,,,,,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_Hydrologic_Regions/MapServer/legend,DWR service-rendered legend.,,,,,,,,,,,,,,,,,,,,,,,,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.29 sec; p90 2.78 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.289263606071472,2.78212537765503,3.08500599861145,0.0
DWR / CNRA,DWR GIS Atlas,1water,Hydrologic Basins / Admin Boundaries,100,1water,10,EXT006,DWR Water Plan Planning Areas,external,map,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_Water_Plan_Planning_Areas/MapServer,False,False,0.58,California DWR ArcGIS REST MapServer layer. Use as a visual overlay.,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_Water_Plan_Planning_Areas/MapServer,,,114,visual,,,,,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_Water_Plan_Planning_Areas/MapServer/legend,DWR service-rendered legend.,,,,,,,,,,,,,,,,,,,,,,,,yellow,,2.0,,Audited load: moderate (10/10 tests loaded; median 0.29 sec; p90 3.51 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.290427565574646,3.50976364612579,4.34658002853394,0.0
DWR / CNRA,DWR GIS Atlas,1water,Hydrologic Basins / Admin Boundaries,100,1water,10,EXT007,DWR IRWM Regions,external,map,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_IRWM_Regions/MapServer,False,False,0.58,California DWR ArcGIS REST MapServer layer. Use as a visual overlay.,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_IRWM_Regions/MapServer,,,115,visual,,,,,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_IRWM_Regions/MapServer/legend,DWR service-rendered legend.,,,,,,,,,,,,,,,,,,,,,,,,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.19 sec; p90 2.91 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.193315982818604,2.90992290973663,2.940181016922,0.0
SWRCB / Water Boards,GAMA / Reference Boundaries,1water,Hydrologic Basins / Admin Boundaries,100,1water,10,EXT053,RWQCB Boundaries — Water Boards,external,map,https://gispublic.waterboards.ca.gov/portalserver/rest/services/GAMA/Reference_Boundaries/MapServer/4,False,False,0.58,Regional Water Quality Control Board boundaries from Water Boards GAMA reference-boundaries service.,https://gispublic.waterboards.ca.gov/portalserver/rest/services/GAMA/Reference_Boundaries/MapServer,,,212,visual,,,,,https://gispublic.waterboards.ca.gov/portalserver/rest/services/GAMA/Reference_Boundaries/MapServer/legend,,,,,,,,,,,,,,,,,,,,,,,,,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.27 sec; p90 0.37 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.272167086601257,0.370037984848022,0.379433870315552,0.0
DWR / CNRA,DWR GIS Atlas,Groundwater,Hydrologic Basins / Admin Boundaries,100,Groundwater,20,EXT002,DWR Adjudicated Groundwater Areas,external,map,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_Adjudicated_Areas/MapServer,False,False,0.58,California DWR ArcGIS REST MapServer layer. Use as a visual overlay.,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_Adjudicated_Areas/MapServer,,,110,visual,,,,,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_Adjudicated_Areas/MapServer/legend,DWR service-rendered legend.,,,,,,,,,,,,,,,,,,,,,,,,yellow,,2.0,,Audited load: moderate (10/10 tests loaded; median 1.54 sec; p90 4.02 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,1.54045808315277,4.02382984161377,4.75240707397461,0.0
DWR / CNRA,DWR GIS Atlas,Groundwater,Hydrologic Basins / Admin Boundaries,100,Groundwater,20,EXT003,DWR Groundwater Sustainability Agencies,external,map,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_Groundwater_Sustainability_Agencies/MapServer,False,False,0.58,California DWR ArcGIS REST MapServer layer. Use as a visual overlay.,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_Groundwater_Sustainability_Agencies/MapServer,,,111,visual,,,,,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_Groundwater_Sustainability_Agencies/MapServer/legend,DWR service-rendered legend.,,,,,,,,,,,,,,,,,,,,,,,,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.22 sec; p90 2.77 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.223794102668762,2.76531698703766,2.80444097518921,0.0
DWR / CNRA,DWR GIS Atlas,Groundwater,Hydrologic Basins / Admin Boundaries,100,Groundwater,20,EXT004,DWR Groundwater Sustainability Plan Areas,external,map,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_Groundwater_Sustainability_Plan_Areas/MapServer,False,False,0.58,California DWR ArcGIS REST MapServer layer. Use as a visual overlay.,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_Groundwater_Sustainability_Plan_Areas/MapServer,,,112,visual,,,,,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_Groundwater_Sustainability_Plan_Areas/MapServer/legend,DWR service-rendered legend.,,,,,,,,,,,,,,,,,,,,,,,,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.19 sec; p90 2.94 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.193346500396729,2.94033613204956,3.14952397346497,0.0
DWR / CNRA,DWR GIS Atlas,Groundwater,Hydrologic Basins / Admin Boundaries,100,Groundwater,20,EXT019,DWR Bulletin 118 Groundwater Basins,external,map,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/i08_B118_CA_GroundwaterBasins/MapServer,False,False,0.58,California DWR ArcGIS REST MapServer layer. Use as a visual overlay.,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/i08_B118_CA_GroundwaterBasins/MapServer,,,130,visual,,,,,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/i08_B118_CA_GroundwaterBasins/MapServer/legend,DWR service-rendered legend.,,,,,,,,,,,,,,,,,,,,,,,,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.25 sec; p90 0.6 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.245388984680176,0.603760290145873,3.10729384422302,0.0
DWR / CNRA,DWR GIS Atlas,Groundwater,Hydrologic Basins / Admin Boundaries,100,Groundwater,20,EXT020,DWR Critically Overdrafted Basins,external,map,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/i08_CriticallyOverdraftedBasins/MapServer,False,False,0.58,California DWR ArcGIS REST MapServer layer. Use as a visual overlay.,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/i08_CriticallyOverdraftedBasins/MapServer,,,131,visual,,,,,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/i08_CriticallyOverdraftedBasins/MapServer/legend,DWR service-rendered legend.,,,,,,,,,,,,,,,,,,,,,,,,yellow,,2.0,,Audited load: moderate (10/10 tests loaded; median 0.18 sec; p90 3.02 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.181577086448669,3.01619350910187,4.00022196769714,0.0
DWR / CNRA,DWR GIS Atlas,Groundwater,Hydrologic Basins / Admin Boundaries,100,Groundwater,20,EXT021,DWR SGMA 2019 Basin Prioritization,external,map,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/i08_B118_SGMA_2019_Basin_Prioritization/MapServer,False,False,0.58,California DWR ArcGIS REST MapServer layer. Use as a visual overlay.,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/i08_B118_SGMA_2019_Basin_Prioritization/MapServer,,,132,visual,,,,,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/i08_B118_SGMA_2019_Basin_Prioritization/MapServer/legend,Map legend is reproduced locally in BRIM from the source DWR SGMA 2019 basin-prioritization classes.,,,,,,,,,,,,,,,,,,sgma_basin_prioritization,,DWR SGMA 2019 Basin Prioritization,,,,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.29 sec; p90 2.79 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.293571949005127,2.79489827156067,2.87064599990845,0.0
DWR / CNRA,DWR GIS Atlas,Surface water,Hydrologic Basins / Admin Boundaries,100,Surface water,30,EXT011,DWR Delta Primary/Secondary Zones,external,map,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_Delta_PrimarySecondary_Zones/MapServer,False,False,0.58,California DWR ArcGIS REST MapServer layer. Use as a visual overlay.,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_Delta_PrimarySecondary_Zones/MapServer,,,118,visual,,,,,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_Delta_PrimarySecondary_Zones/MapServer/legend,DWR service-rendered legend.,,,,,,,,,,,,,,,,,,,,,,,,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.11 sec; p90 2.67 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.108170032501221,2.67477216720581,2.82319402694702,0.0
DWR / CNRA,DWR GIS Atlas,Surface water,Hydrologic Basins / Admin Boundaries,100,Surface water,30,EXT013,DWR Legal Delta Boundary,external,map,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_LegalDeltaBoundary/MapServer,False,False,0.58,California DWR ArcGIS REST MapServer layer. Use as a visual overlay.,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_LegalDeltaBoundary/MapServer,,,119,visual,,,,,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_LegalDeltaBoundary/MapServer/legend,DWR service-rendered legend.,,,,,,,,,,,,,,,,,,,,,,,,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.09 sec; p90 2.89 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.0943015813827515,2.89423038959503,2.96984314918518,0.0
DWR / CNRA,DWR GIS Atlas,Surface water,Hydrologic Basins / Admin Boundaries,100,Surface water,30,EXT014,DWR Suisun Marsh Boundary,external,map,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_SuisunMarshBoundary/MapServer,False,False,0.58,California DWR ArcGIS REST MapServer layer. Use as a visual overlay.,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_SuisunMarshBoundary/MapServer,,,120,visual,,,,,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_SuisunMarshBoundary/MapServer/legend,DWR service-rendered legend.,,,,,,,,,,,,,,,,,,,,,,,,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.09 sec; p90 2.59 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.0885034799575806,2.58593134880066,2.86456394195557,0.0
USFS,Enterprise Data Warehouse,Watershed condition,Hydrologic Basins / Admin Boundaries,100,Watershed condition,40,USFS_PRIORITY_WATERSHEDS,Watershed condition | USFS priority watersheds,external,map,https://apps.fs.usda.gov/arcx/rest/services/EDW/EDW_PriorityWatersheds_01/MapServer/0,True,True,0.58,USFS EDW priority watersheds / watershed condition context.,https://apps.fs.usda.gov/arcx/rest/services/EDW/EDW_PriorityWatersheds_01/MapServer/0,National Forest System / USFS EDW,Watershed-condition and priority-watershed context for basin and project screening.,220,current_view,,USFS watershed layer. Load current view for feature inspection.,7.0,7.0,,First-pass overlay. Condition/priority styling can be added after returned values are confirmed.,WATERSHED_NAME;WATERSHED_NM;HUC12;HUC_12;FORESTNAME;FOREST_NAME;UNIT_NAME;CONDITION_CLASS;CONDITION;PRIORITY;PRIORITY_YEAR;STATUS;RATIONALE;WATER_QUALITY;WATER_QUANTITY;RIPARIAN,WATERSHED_NAME=Watershed name;WATERSHED_NM=Watershed name;HUC12=HUC12;HUC_12=HUC12;FORESTNAME=Forest;FOREST_NAME=Forest;UNIT_NAME=Unit;CONDITION_CLASS=Condition class;CONDITION=Condition;PRIORITY=Priority;PRIORITY_YEAR=Priority year;STATUS=Status;RATIONALE=Rationale;WATER_QUALITY=Water quality;WATER_QUANTITY=Water quantity;RIPARIAN=Riparian,,,,WATERSHED_NAME;WATERSHED_NM;HUC12;HUC_12;CONDITION_CLASS;CONDITION;PRIORITY,WATERSHED_NAME=Watershed;WATERSHED_NM=Watershed;HUC12=HUC12;HUC_12=HUC12;CONDITION_CLASS=Condition;CONDITION=Condition;PRIORITY=Priority,WATERSHED_NAME;WATERSHED_NM,WATERSHED_NAME;WATERSHED_NM,,False,WATERSHED_NAME,,Watershed-condition / USFS priority-watershed screening.,Watershed-condition context in existing hydrologic-basin/admin-boundary group.,,,,,,,MapServer current-view query first pass; field names are candidate EDW attributes and should be refined after testing.,False,orange,,3.0,,Audited load: slow (8/10 tests loaded; median 0.33 sec; p90 2.53 sec; max features 57).,BRIM load audit 2026-07,10.0,0.8,0.327031016349792,2.53476073741913,6.91394591331482,0.0
DWR / CNRA,DWR GIS Atlas,C2VSIM,Hydrologic Model / Product,110,C2VSIM,10,EXT031,DWR C2VSimFG Groundwater Head Observations,external,map,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/C2VSimFG_Groundwater_Head_Observations/MapServer,False,False,0.58,California DWR ArcGIS REST MapServer layer. Use as a visual overlay.,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/C2VSimFG_Groundwater_Head_Observations/MapServer,,,142,visual,,,8.0,,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/C2VSimFG_Groundwater_Head_Observations/MapServer/legend,DWR service-rendered legend.,,,,,,,,,,,,,,,,,,,,,,,,yellow,,2.0,,Audited load: moderate (10/10 tests loaded; median 0.3 sec; p90 3.12 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.298584461212158,3.11819996833801,3.17425084114075,0.0
DWR / CNRA,DWR GIS Atlas,C2VSIM,Hydrologic Model / Product,110,C2VSIM,10,EXT032,DWR C2VSimFG Stream Observations,external,map,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/C2VSimFG_Stream_Observations/MapServer,False,False,0.58,California DWR ArcGIS REST MapServer layer. Use as a visual overlay.,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/C2VSimFG_Stream_Observations/MapServer,,,143,visual,,,8.0,,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/C2VSimFG_Stream_Observations/MapServer/legend,DWR service-rendered legend.,,,,,,,,,,,,,,,,,,,,,,,,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.08 sec; p90 2.85 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.0775014162063599,2.85189652442932,3.023766040802,0.0
DWR / CNRA,DWR GIS Atlas,C2VSIM,Hydrologic Model / Product,110,C2VSIM,10,EXT034,DWR C2VSimFG Boundary,external,map,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/i08_C2VSimFG_Boundary/MapServer,False,False,0.58,California DWR ArcGIS REST MapServer layer. Use as a visual overlay.,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/i08_C2VSimFG_Boundary/MapServer,,,145,visual,,,,,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/i08_C2VSimFG_Boundary/MapServer/legend,DWR service-rendered legend.,,,,,,,,,,,,,,,,,,,,,,,,yellow,,2.0,,Audited load: moderate (10/10 tests loaded; median 0.14 sec; p90 3.02 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.137090563774109,3.02430517673492,4.46675491333008,0.0
DWR / CNRA,DWR GIS Atlas,C2VSIM,Hydrologic Model / Product,110,C2VSIM,10,EXT035,DWR C2VSimFG Elements,external,map,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/i08_C2VSimFG_Elements/MapServer,False,False,0.58,California DWR ArcGIS REST MapServer layer. Use as a visual overlay.,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/i08_C2VSimFG_Elements/MapServer,,,146,visual,,,8.0,,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/i08_C2VSimFG_Elements/MapServer/legend,DWR service-rendered legend.,,,,,,,,,,,,,,,,,,,,,,,,yellow,,2.0,,Audited load: moderate (10/10 tests loaded; median 0.4 sec; p90 3.21 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.400491952896118,3.20648379325867,3.45348691940308,0.0
DWR / CNRA,DWR GIS Atlas,C2VSIM,Hydrologic Model / Product,110,C2VSIM,10,EXT036,DWR C2VSimFG Nodes,external,map,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/i08_C2VSimFG_Nodes/MapServer,False,False,0.58,California DWR ArcGIS REST MapServer layer. Use as a visual overlay.,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/i08_C2VSimFG_Nodes/MapServer,,,147,visual,,,9.0,,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/i08_C2VSimFG_Nodes/MapServer/legend,DWR service-rendered legend.,,,,,,,,,,,,,,,,,,,,,,,,yellow,,2.0,,Audited load: moderate (10/10 tests loaded; median 0.29 sec; p90 3.09 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.292183518409729,3.09471774101257,3.26397800445557,0.0
DWR / CNRA,DWR GIS Atlas,C2VSIM,Hydrologic Model / Product,110,C2VSIM,10,EXT037,DWR C2VSimFG Stream Reaches,external,map,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/i08_C2VSimFG_Stream_Reaches/MapServer,False,False,0.58,California DWR ArcGIS REST MapServer layer. Use as a visual overlay.,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/i08_C2VSimFG_Stream_Reaches/MapServer,,,148,visual,,,8.0,,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/i08_C2VSimFG_Stream_Reaches/MapServer/legend,DWR service-rendered legend.,,,,,,,,,,,,,,,,,,,,,,,,yellow,,2.0,,Audited load: moderate (10/10 tests loaded; median 0.17 sec; p90 3.05 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.16643238067627,3.04941816329956,4.40849089622498,0.0
DWR / CNRA,DWR GIS Atlas,C2VSIM,Hydrologic Model / Product,110,C2VSIM,10,EXT038,DWR C2VSimFG Subregions,external,map,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/i08_C2VSimFG_Subregions/MapServer,False,False,0.58,California DWR ArcGIS REST MapServer layer. Use as a visual overlay.,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/i08_C2VSimFG_Subregions/MapServer,,,149,visual,,,,,https://gis.water.ca.gov/arcgis/rest/services/Geoscientific/i08_C2VSimFG_Subregions/MapServer/legend,DWR service-rendered legend.,,,,,,,,,,,,,,,,,,,,,,,,yellow,,2.0,,Audited load: moderate (10/10 tests loaded; median 0.15 sec; p90 3.4 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.148221015930176,3.39584093093872,3.87145495414734,0.0
