component_id,acec_id,source_globalid,source_globalid_normalized,source_objectid,source_name,source_name_normalized,source_feature_type,source_designation_code,source_status_code,source_agency_code,component_number,component_count_for_acec,component_gis_acres,component_calculated_acres,component_official_acres,component_blm_district,component_blm_field_office,component_local_managing_unit,component_local_managing_unit_url,component_office_evidence,component_office_evidence_url,component_office_method,component_office_confidence,component_governing_plan,component_governing_plan_url,component_governing_plan_page,component_land_status_scope,component_surface_management_scope,component_inholding_status,component_public_access_status,component_management_summary,component_source_modified_date,component_blm_modify_date,component_last_verified,component_notes,component_supplied_brim_row_number,component_supplied_brim_record_id,component_supplied_geometry_type,component_supplied_geometry_part_count,component_supplied_is_multipart,component_supplied_geometry_valid,component_supplied_geometry_validity_reason,component_supplied_shape_area_m2,component_supplied_shape_length_m,component_live_shape_area_m2,component_live_shape_length_m,component_geometry_metric_status,component_supplied_to_live_match_method,component_supplied_to_live_match_confidence,component_supplied_snapshot
blmca-41ef1587-8d9f-4cdf-a829-5d418ab58e37,acec-13aefba9833e50,{41EF1587-8D9F-4CDF-A829-5D418AB58E37},41ef1587-8d9f-4cdf-a829-5d418ab58e37,25,Joaquin Rocks,joaquin rocks,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,7302.693207,7302.693207373688,,Central California District,Central Coast Field Office,Central Coast Field Office,https://www.blm.gov/office/central-coast-field-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,Hollister,https://eplanning.blm.gov/eplanning-ui/project/68795/510,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to protect identified relevant and important values and prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,24,brim-supplied-41ef1587-8d9f-4cdf-a829-5d418ab58e37,Polygon,1,False,True,Valid Geometry,29552950.907077067,26026.6257385874,29552950.9070771,26026.6257385874,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-5365af8f-10c1-4178-a5ae-c41938cd5a6d,acec-f597a32b0f2e2f,{5365AF8F-10C1-4178-A5AE-C41938CD5A6D},5365af8f-10c1-4178-a5ae-c41938cd5a6d,55,Johnson Canyon,johnson canyon,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,3985.010966,3985.0109656004647,,California Desert District,Palm Springs-South Coast Field Office,Palm Springs-South Coast Field Office,https://www.blm.gov/office/palm-springs-south-coast-field-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,South Coast,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,51,brim-supplied-5365af8f-10c1-4178-a5ae-c41938cd5a6d,Polygon,1,False,True,Valid Geometry,16126767.219474666,23576.78169155554,16126767.2194747,23576.7816915555,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-2f4ac674-ff81-4b3c-acdb-795d34b3669c,acec-ebea38b48ec039,{2F4AC674-FF81-4B3C-ACDB-795D34B3669C},2f4ac674-ff81-4b3c-acdb-795d34b3669c,112,Juniper Flats,juniper flats,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,2387.197225,2387.1972249496084,,California Desert District,,California Desert District,https://www.blm.gov/office/california-desert-district-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,"CDCA Plan, as amended by DRECP",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,108,brim-supplied-2f4ac674-ff81-4b3c-acdb-795d34b3669c,Polygon,1,False,True,Valid Geometry,9660644.421322782,17508.32954676608,9660644.42132278,17508.3295467661,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-dc6ffdd3-85be-493c-809b-411388537747,acec-7f8e02e30d8ba1,{DC6FFDD3-85BE-493C-809B-411388537747},dc6ffdd3-85be-493c-809b-411388537747,202,Kaweah,kaweah,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,33595.291523,33595.29152261648,,Central California District,Bakersfield Field Office,Bakersfield Field Office,https://www.blm.gov/office/bakersfield-field-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,Bakersfield Resource Management Plan,https://eplanning.blm.gov/Project-Home/?id=77b9ea95-a7f2-f011-8406-001dd802fdea,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,198,brim-supplied-dc6ffdd3-85be-493c-809b-411388537747,MultiPolygon,2,True,True,Valid Geometry,135955321.26070076,100447.0623011724,135955321.260701,100447.062301172,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-a36b669b-af96-4846-a98f-3eac8584ac77,acec-7c3af1e43a9f14,{A36B669B-AF96-4846-A98F-3EAC8584AC77},a36b669b-af96-4846-a98f-3eac8584ac77,197,Kettleman Hills,kettleman hills,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,28813.28171,28813.281710383566,,Central California District,Bakersfield Field Office,Bakersfield Field Office,https://www.blm.gov/office/bakersfield-field-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,Bakersfield Resource Management Plan,https://eplanning.blm.gov/Project-Home/?id=77b9ea95-a7f2-f011-8406-001dd802fdea,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,193,brim-supplied-a36b669b-af96-4846-a98f-3eac8584ac77,MultiPolygon,3,True,True,Valid Geometry,116603214.14008619,87596.49096846483,116603214.140086,87596.4909684647,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-441d1865-e3b7-4df8-ade4-ef1b7289948d,acec-fe0e17f592b671,{441D1865-E3B7-4DF8-ADE4-EF1B7289948D},441d1865-e3b7-4df8-ade4-ef1b7289948d,23,Keynot Peak,keynot peak,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,2163.574131,2163.5741312641535,,Central California District,Bishop Field Office,Bishop Field Office,https://www.blm.gov/office/bishop-field-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,Bishop,https://eplanning.blm.gov/Project-Home/?id=dd68a393-a7f2-f011-8407-001dd80c29f3,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,22,brim-supplied-441d1865-e3b7-4df8-ade4-ef1b7289948d,Polygon,1,False,True,Valid Geometry,8755673.868444841,31957.513955707225,8755673.86844484,31957.5139557072,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-c435c364-83c1-495d-bff1-28218fd93a4b,acec-4db1cd77d45177,{C435C364-83C1-495D-BFF1-28218FD93A4B},c435c364-83c1-495d-bff1-28218fd93a4b,113,Kingston Range,kingston range,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,19631.797855,19631.797854824,,California Desert District,,California Desert District,https://www.blm.gov/office/california-desert-district-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,"CDCA Plan, as amended by DRECP",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,109,brim-supplied-c435c364-83c1-495d-bff1-28218fd93a4b,Polygon,1,False,True,Valid Geometry,79447067.23205304,41559.102106600476,79447067.232053,41559.1021066005,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-3f572da3-1623-4d98-85b8-398c00d0b1d7,acec-c6832fe4fe69ff,{3F572DA3-1623-4D98-85B8-398C00D0B1D7},3f572da3-1623-4d98-85b8-398c00d0b1d7,114,Kingston Range WSA,kingston range wsa,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,42370.700974,42370.70097430107,,California Desert District,,California Desert District,https://www.blm.gov/office/california-desert-district-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,"CDCA Plan, as amended by DRECP",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/desert-renewable-energy-conservation-plan,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,110,brim-supplied-3f572da3-1623-4d98-85b8-398c00d0b1d7,Polygon,1,False,True,Valid Geometry,171468143.35944024,58620.21493193453,171468143.35944,58620.2149319345,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-a09ea6c9-3be0-42d9-bcd0-3edc880ca7b2,acec-7fb78c567b62dd,{A09EA6C9-3BE0-42D9-BCD0-3EDC880CA7B2},a09ea6c9-3be0-42d9-bcd0-3edc880ca7b2,15,Knoxville,knoxville,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,4262.640759,4262.640758691193,,Central California District,Ukiah Field Office,Ukiah Field Office,https://www.blm.gov/office/ukiah-field-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,Ukiah,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,14,brim-supplied-a09ea6c9-3be0-42d9-bcd0-3edc880ca7b2,MultiPolygon,5,True,True,Valid Geometry,17250295.13069346,54270.43707579496,17250295.1306935,54270.4370757949,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-3ee51f02-3052-4530-b5ab-a55d0fb6de01,acec-453bbfcefcd2b8,{3EE51F02-3052-4530-B5AB-A55D0FB6DE01},3ee51f02-3052-4530-b5ab-a55d0fb6de01,51,Kuchamaa,kuchamaa,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,1294.486665,1294.4866647337658,,California Desert District,Palm Springs-South Coast Field Office,Palm Springs-South Coast Field Office,https://www.blm.gov/office/palm-springs-south-coast-field-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,South Coast,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,47,brim-supplied-3ee51f02-3052-4530-b5ab-a55d0fb6de01,MultiPolygon,2,True,True,Valid Geometry,5238601.672888996,15189.244407608156,5238601.672889,15189.2444076082,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-94b2ee94-af4d-4a0d-ba6a-684951cbdf49,acec-28ccd8cdd03efe,{94B2EE94-AF4D-4A0D-BA6A-684951CBDF49},94b2ee94-af4d-4a0d-ba6a-684951cbdf49,232,Lacks Creek,lacks creek,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,2267.597077,2267.597076735108,,Northern California District,Arcata Field Office,Arcata Field Office,https://www.blm.gov/office/arcata-field-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,Northwest California Integrated Plan,https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california/northwest-california-integrated-rmp,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2024-12-09,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,228,brim-supplied-94b2ee94-af4d-4a0d-ba6a-684951cbdf49,MultiPolygon,2,True,True,Valid Geometry,9176639.793400938,19217.12941505517,9176639.79340093,19217.1294150552,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-9a6fb198-1b65-4fed-b647-c212a0b65c4b,acec-35f6ced14506e5,{9A6FB198-1B65-4FED-B647-C212A0B65C4B},9a6fb198-1b65-4fed-b647-c212a0b65c4b,115,Lake Cahuilla - A,lake cahuilla a,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,1231.546801,1231.5468007431243,,California Desert District,,California Desert District,https://www.blm.gov/office/california-desert-district-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,"CDCA Plan, as amended, DRECP amendment",https://eplanning.blm.gov/eplanning-ui/project/66949/510,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-05,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,111,brim-supplied-9a6fb198-1b65-4fed-b647-c212a0b65c4b,Polygon,1,False,True,Valid Geometry,4983893.080073486,15278.923243314872,4983893.08007349,15278.9232433149,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-3d0ce947-a446-4098-9cb0-0b6e6da2054f,acec-821ed0c1f6554b,{3D0CE947-A446-4098-9CB0-0B6E6DA2054F},3d0ce947-a446-4098-9cb0-0b6e6da2054f,116,Lake Cahuilla - B,lake cahuilla b,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,2528.585051,2528.585050703203,,California Desert District,,California Desert District,https://www.blm.gov/office/california-desert-district-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,"CDCA Plan, as amended, DRECP amendment",https://eplanning.blm.gov/eplanning-ui/project/66949/510,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-05,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,112,brim-supplied-3d0ce947-a446-4098-9cb0-0b6e6da2054f,Polygon,1,False,True,Valid Geometry,10232820.652022887,16043.75601522591,10232820.6520229,16043.7560152259,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-f66ec7b0-4c87-4402-b65c-965946d5d5ba,acec-d7139601420d37,{F66EC7B0-4C87-4402-B65C-965946D5D5BA},f66ec7b0-4c87-4402-b65c-965946d5d5ba,117,Lake Cahuilla - C,lake cahuilla c,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,5594.589538,5594.589538381936,,California Desert District,,California Desert District,https://www.blm.gov/office/california-desert-district-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,"CDCA Plan, as amended, DRECP amendment",https://eplanning.blm.gov/eplanning-ui/project/66949/510,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-05,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,113,brim-supplied-f66ec7b0-4c87-4402-b65c-965946d5d5ba,Polygon,1,False,True,Valid Geometry,22640500.60409279,20313.59522462402,22640500.6040928,20313.595224624,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-6c065d92-3c2d-4968-aea0-8e08319566a2,acec-e5c050a3f7a22c,{6C065D92-3C2D-4968-AEA0-8E08319566A2},6c065d92-3c2d-4968-aea0-8e08319566a2,118,Lake Cahuilla - D,lake cahuilla d,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,4724.113903,4724.11390310952,,California Desert District,,California Desert District,https://www.blm.gov/office/california-desert-district-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,"CDCA Plan, as amended, DRECP amendment",https://eplanning.blm.gov/eplanning-ui/project/66949/510,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-05,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,114,brim-supplied-6c065d92-3c2d-4968-aea0-8e08319566a2,Polygon,1,False,True,Valid Geometry,19117810.688947894,20309.985150775432,19117810.6889479,20309.9851507754,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-43eb0662-ceb1-4e09-bcf2-16b58266e874,acec-e6c2af6a943c42,{43EB0662-CEB1-4E09-BCF2-16B58266E874},43eb0662-ceb1-4e09-bcf2-16b58266e874,119,Lake Cahuilla Shoreline,lake cahuilla shoreline,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,11879.435238,11879.435237971724,,California Desert District,,California Desert District,https://www.blm.gov/office/california-desert-district-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,"CDCA Plan, as amended, DRECP amendment",https://eplanning.blm.gov/eplanning-ui/project/66949/510,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-05,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,115,brim-supplied-43eb0662-ceb1-4e09-bcf2-16b58266e874,MultiPolygon,3,True,False,Ring Self-intersection[367678.222100001 -537875.3802],48074368.78727075,75531.39077821186,48074368.7872708,75531.3907782119,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-42578129-aab2-486b-a8e3-b03f7f06b598,acec-44648eb1139d38,{42578129-AAB2-486B-A8E3-B03F7F06B598},42578129-aab2-486b-a8e3-b03f7f06b598,120,Last Chance Canyon,last chance canyon,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,5934.205006,5934.20500562883,,California Desert District,,California Desert District,https://www.blm.gov/office/california-desert-district-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,"CDCA Plan, as amended by DRECP",https://www.blm.gov/programs/planning-and-nepa/plans-in-development/california,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,116,brim-supplied-42578129-aab2-486b-a8e3-b03f7f06b598,Polygon,1,False,True,Valid Geometry,24014875.63886726,23388.390106494204,24014875.6388673,23388.3901064942,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-27022dc7-3d45-4769-8f3b-d6c331222db1,acec-13046e763ce21f,{27022DC7-3D45-4769-8F3B-D6C331222DB1},27022dc7-3d45-4769-8f3b-d6c331222db1,22,Limestone Salamander,limestone salamander,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,2179.40184,2179.401840475206,,Central California District,Mother Lode Field Office,Mother Lode Field Office,https://www.blm.gov/office/mother-lode-field-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,Sierra,https://eplanning.blm.gov/eplanning-ui/project/72554/510,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,21,brim-supplied-27022dc7-3d45-4769-8f3b-d6c331222db1,MultiPolygon,17,True,True,Valid Geometry,8819726.335117469,67184.18651855158,8819726.33511747,67184.1865185516,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
blmca-60acdf75-d342-4559-a838-81bc1809c6ee,acec-992f147c29afe1,{60ACDF75-D342-4559-A838-81BC1809C6EE},60acdf75-d342-4559-a838-81bc1809c6ee,206,Lokern-Buena Vista,lokern buena vista,designated_acec_polygon_record,designated_acec,current_live_source_record,CA,1,1,69388.885734,69388.88573370228,,Central California District,Bakersfield Field Office,Bakersfield Field Office,https://www.blm.gov/office/bakersfield-field-office,CA_ADMIN_unit_code coded domain in official statewide source,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,authoritative_source_attribute,high_for_source_unit; responsibility scope still requires plan review,Bakersfield Resource Management Plan,https://eplanning.blm.gov/Project-Home/?id=77b9ea95-a7f2-f011-8406-001dd802fdea,,not established by ACEC boundary,planning designation on BLM public-land context; do not infer ownership of every acre,unresolved,unresolved,The statewide source identifies special management attention to prevent irreparable damage to those values. Detailed restrictions and exceptions are plan-specific.,2026-07-09,2025-08-01,2026-08-05,Original source fields are retained in source_snapshot/blm_ca_acec_live_records.csv. Supplied BRIM geometry matched exactly by normalized GlobalID; original fields remain preserved in the supplied snapshot.,202,brim-supplied-60acdf75-d342-4559-a838-81bc1809c6ee,MultiPolygon,2,True,True,Valid Geometry,280806857.8746128,176825.38151104562,280806857.874613,176825.381511046,equivalent_within_qa_tolerance,exact_normalized_globalid,high,source_snapshot/supplied_acec.zip
