acec_id,component_id,value_record_id,value_family,value_type,value_name,value_scope,value_is_primary,value_description,value_source_document,value_source_url,value_source_page,value_source_section,value_last_verified,value_confidence,water_resource_connection,provenance_class,notes
acec-0a081bfa7bfd65,blmca-ad5bb712-0cb9-4c2b-9988-8f6e36a24723,value-dd6ee18f91b0,wildlife_and_habitat,wildlife_resource,Wildlife resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes wildlife resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_WRSC,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-a639e3210a97b6,blmca-33ceeeea-0624-4aed-8641-01b0a3576e12,value-28dd88443692,cultural_archaeological_historic,cultural,Cultural resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes cultural resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_CUL,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-a639e3210a97b6,blmca-33ceeeea-0624-4aed-8641-01b0a3576e12,value-c28f08d584b2,cultural_archaeological_historic,historic,Historic resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes historic resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_HIS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-a639e3210a97b6,blmca-33ceeeea-0624-4aed-8641-01b0a3576e12,value-6abf7f78b5aa,botanical_or_ecological,natural_system,Natural systems,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural systems as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NSYS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-a639e3210a97b6,blmca-33ceeeea-0624-4aed-8641-01b0a3576e12,value-bcedd752acbe,scenic,scenic,Scenic values,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes scenic values as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_SCE,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-a639e3210a97b6,blmca-33ceeeea-0624-4aed-8641-01b0a3576e12,value-8f4d033a94a4,wildlife_and_habitat,wildlife_resource,Wildlife resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes wildlife resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_WRSC,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-3c786027a440fe,blmca-21a957ac-bf71-4b02-8777-8545547f950a,value-0c2dd59fdcd2,cultural_archaeological_historic,cultural,Cultural resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes cultural resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_CUL,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-3c786027a440fe,blmca-21a957ac-bf71-4b02-8777-8545547f950a,value-0efcc08386a2,cultural_archaeological_historic,historic,Historic resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes historic resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_HIS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-49ae8a9483cae3,blmca-54e6999f-d6d1-4eb8-8774-0b9221ed2a17,value-a7ca75cebcf6,botanical_or_ecological,natural_process,Natural processes,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural processes as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NPRO,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-49ae8a9483cae3,blmca-54e6999f-d6d1-4eb8-8774-0b9221ed2a17,value-5bec7a0e0719,botanical_or_ecological,natural_system,Natural systems,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural systems as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NSYS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-49ae8a9483cae3,blmca-54e6999f-d6d1-4eb8-8774-0b9221ed2a17,value-688bb78acdfe,wildlife_and_habitat,wildlife_resource,Wildlife resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes wildlife resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_WRSC,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-0ad4c72e6ddd32,blmca-0e4968e5-91b4-4582-9641-da91c9d0b902,value-498b63e8c6a8,cultural_archaeological_historic,cultural,Cultural resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes cultural resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_CUL,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-0ad4c72e6ddd32,blmca-0e4968e5-91b4-4582-9641-da91c9d0b902,value-9b9037028fcc,cultural_archaeological_historic,historic,Historic resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes historic resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_HIS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-0ad4c72e6ddd32,blmca-0e4968e5-91b4-4582-9641-da91c9d0b902,value-9fa945353b74,wildlife_and_habitat,wildlife_resource,Wildlife resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes wildlife resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_WRSC,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-f680b1c98dcff6,blmca-64278c24-e614-42e4-bfb3-27f0d82aaa8d,value-165dbae87ddb,botanical_or_ecological,natural_process,Natural processes,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural processes as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NPRO,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-f680b1c98dcff6,blmca-64278c24-e614-42e4-bfb3-27f0d82aaa8d,value-812844da70e5,botanical_or_ecological,natural_system,Natural systems,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural systems as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NSYS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-f680b1c98dcff6,blmca-64278c24-e614-42e4-bfb3-27f0d82aaa8d,value-0a87469e2853,wildlife_and_habitat,wildlife_resource,Wildlife resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes wildlife resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_WRSC,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-e5890cac99d9d9,blmca-f00ee16f-b475-4372-8d15-bb9e7604ee96,value-1b9116e2ddb8,botanical_or_ecological,natural_process,Natural processes,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural processes as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NPRO,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-e5890cac99d9d9,blmca-f00ee16f-b475-4372-8d15-bb9e7604ee96,value-4df1c4ebc2ba,botanical_or_ecological,natural_system,Natural systems,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural systems as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NSYS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-4bbef8a811db7d,blmca-dfd45496-2093-44ac-b778-0fb70c4c375c,value-c2d4ff62e586,scenic,scenic,Scenic values,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes scenic values as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_SCE,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-4bbef8a811db7d,blmca-dfd45496-2093-44ac-b778-0fb70c4c375c,value-60153bcc4087,wildlife_and_habitat,wildlife_resource,Wildlife resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes wildlife resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_WRSC,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-967b6d4855cd38,blmca-0e5f1f79-b9fa-4677-8f6d-d29e1761e0fa,value-33372aeb2a1c,cultural_archaeological_historic,cultural,Cultural resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes cultural resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_CUL,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-967b6d4855cd38,blmca-0e5f1f79-b9fa-4677-8f6d-d29e1761e0fa,value-8a697e398629,cultural_archaeological_historic,historic,Historic resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes historic resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_HIS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-967b6d4855cd38,blmca-0e5f1f79-b9fa-4677-8f6d-d29e1761e0fa,value-f0e7fe9faf1e,botanical_or_ecological,natural_process,Natural processes,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural processes as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NPRO,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-967b6d4855cd38,blmca-0e5f1f79-b9fa-4677-8f6d-d29e1761e0fa,value-bb6cb2bdc7c2,botanical_or_ecological,natural_system,Natural systems,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural systems as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NSYS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-967b6d4855cd38,blmca-0e5f1f79-b9fa-4677-8f6d-d29e1761e0fa,value-71fce43a9e6d,wildlife_and_habitat,wildlife_resource,Wildlife resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes wildlife resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_WRSC,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-07e809c436333a,blmca-51fa6850-2969-453e-9c9b-c5a2549508c5,value-7469f7c75759,cultural_archaeological_historic,cultural,Cultural resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes cultural resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_CUL,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-07e809c436333a,blmca-51fa6850-2969-453e-9c9b-c5a2549508c5,value-207afd75d0ef,cultural_archaeological_historic,historic,Historic resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes historic resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_HIS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-07e809c436333a,blmca-51fa6850-2969-453e-9c9b-c5a2549508c5,value-f096addaaefe,botanical_or_ecological,natural_process,Natural processes,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural processes as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NPRO,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-07e809c436333a,blmca-51fa6850-2969-453e-9c9b-c5a2549508c5,value-896d8268c4b0,botanical_or_ecological,natural_system,Natural systems,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural systems as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NSYS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-07e809c436333a,blmca-51fa6850-2969-453e-9c9b-c5a2549508c5,value-d9ab534cdb6f,scenic,scenic,Scenic values,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes scenic values as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_SCE,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-07e809c436333a,blmca-51fa6850-2969-453e-9c9b-c5a2549508c5,value-1ef36f9bc462,wildlife_and_habitat,wildlife_resource,Wildlife resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes wildlife resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_WRSC,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-942d89735941b1,blmca-de533af2-3578-42ba-ba48-b0c44ae94d45,value-cfeaf3b8988c,cultural_archaeological_historic,cultural,Cultural resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes cultural resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_CUL,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-942d89735941b1,blmca-de533af2-3578-42ba-ba48-b0c44ae94d45,value-3a7b79502bfe,cultural_archaeological_historic,historic,Historic resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes historic resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_HIS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-942d89735941b1,blmca-de533af2-3578-42ba-ba48-b0c44ae94d45,value-8de49343ee9b,scenic,scenic,Scenic values,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes scenic values as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_SCE,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-942d89735941b1,blmca-de533af2-3578-42ba-ba48-b0c44ae94d45,value-fef41bc765fc,wildlife_and_habitat,wildlife_resource,Wildlife resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes wildlife resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_WRSC,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-b8422dcaf6e42b,blmca-40decd85-3e06-4ac5-b495-26b948e7c19e,value-145d3abd991a,cultural_archaeological_historic,cultural,Cultural resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes cultural resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_CUL,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-b8422dcaf6e42b,blmca-40decd85-3e06-4ac5-b495-26b948e7c19e,value-72d7bae72cfe,cultural_archaeological_historic,historic,Historic resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes historic resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_HIS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-b8422dcaf6e42b,blmca-40decd85-3e06-4ac5-b495-26b948e7c19e,value-51aa6621e393,botanical_or_ecological,natural_process,Natural processes,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural processes as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NPRO,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-b8422dcaf6e42b,blmca-40decd85-3e06-4ac5-b495-26b948e7c19e,value-468ee7cfb671,botanical_or_ecological,natural_system,Natural systems,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural systems as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NSYS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-b8422dcaf6e42b,blmca-40decd85-3e06-4ac5-b495-26b948e7c19e,value-31b56edf56b9,wildlife_and_habitat,wildlife_resource,Wildlife resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes wildlife resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_WRSC,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-f6df95a7521adf,blmca-16730901-e7b0-4741-bfc2-12c635454ba7,value-a2567c04e378,cultural_archaeological_historic,cultural,Cultural resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes cultural resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_CUL,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-f6df95a7521adf,blmca-16730901-e7b0-4741-bfc2-12c635454ba7,value-d61a8809e383,cultural_archaeological_historic,historic,Historic resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes historic resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_HIS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-f6df95a7521adf,blmca-16730901-e7b0-4741-bfc2-12c635454ba7,value-435d42dfea49,botanical_or_ecological,natural_process,Natural processes,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural processes as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NPRO,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-f6df95a7521adf,blmca-16730901-e7b0-4741-bfc2-12c635454ba7,value-c2052f55f702,botanical_or_ecological,natural_system,Natural systems,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural systems as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NSYS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-f6df95a7521adf,blmca-16730901-e7b0-4741-bfc2-12c635454ba7,value-70ffd7fb2090,scenic,scenic,Scenic values,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes scenic values as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_SCE,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-f6df95a7521adf,blmca-16730901-e7b0-4741-bfc2-12c635454ba7,value-7bf3a012c112,wildlife_and_habitat,wildlife_resource,Wildlife resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes wildlife resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_WRSC,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-e3030589272cd2,blmca-414e290f-82ea-41f2-bd9c-2df6c38bfd83,value-6e414dab11c5,cultural_archaeological_historic,cultural,Cultural resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes cultural resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_CUL,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-e3030589272cd2,blmca-414e290f-82ea-41f2-bd9c-2df6c38bfd83,value-62654bd98767,cultural_archaeological_historic,historic,Historic resources,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes historic resources as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_HIS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-e3030589272cd2,blmca-414e290f-82ea-41f2-bd9c-2df6c38bfd83,value-be98b05fc918,botanical_or_ecological,natural_process,Natural processes,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural processes as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NPRO,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
acec-e3030589272cd2,blmca-414e290f-82ea-41f2-bd9c-2df6c38bfd83,value-86fc57b8d5c7,botanical_or_ecological,natural_system,Natural systems,selected source record and semantic ACEC (one-to-one in current inventory),unresolved,Official statewide source codes natural systems as relevant (YES).,BLM CA ACEC FeatureServer,https://gis.blm.gov/caarcgis/rest/services/Planning/BLM_CA_ACEC/FeatureServer/0,,ACEC_RLVNCE_NSYS,2026-08-05,high_source_code,not_classified_as_water_value,authoritative_source,"This is a controlled statewide relevance category, not a detailed unit-specific value narrative."
