wilderness_id,source_semantic_id,wilderness_connect_id,official_name,alternate_names,wilderness_abbreviation,states,designation_date,designation_year,original_public_law,subsequent_public_laws,public_law_source_notes,legal_authority,official_reference_acres,acreage_source,source_gis_acres_total,calculated_component_acres_total,source_component_count,managing_agencies,shared_management,blm_role,blm_role_summary,blm_component_count,non_blm_component_count,wilderness_summary_short,wilderness_summary_full,wilderness_character_summary,management_access_summary,official_page_url,direct_official_agency_page_url,official_map_url,primary_management_plan_title,primary_management_plan_url,local_unit_pages,wilderness_connect_url,recreation_gov_search_url,congress_search_url,nepa_search_url,courtlistener_search_url,google_scholar_case_search_url,web_search_url,verified_litigation_count,last_verified,source_notes,present_in_brim_snapshot,brim_snapshot_component_count,brim_snapshot_source_gis_acres_total,brim_snapshot_calculated_acres_total,brim_snapshot_managing_agencies,brim_snapshot_blm_component_count,brim_snapshot_non_blm_component_count,brim_snapshot_comparison_status,brim_snapshot_notes,brim_snapshot_export_date,snapshot_comparison_verified_on
fw-1734,1734,286,Kaiser Wilderness,,Kaiser,CA,1976-10-19,1976,Public Law 94-557,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,21986.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",21988.0,21987.721,1,USFS,False,no_identified_management_role,,0,1,Kaiser Ridge divides this Wilderness into two distinctly different areas. The southern portion rises gradually from near the crowded north shore of Huntington Lake under stands of Jeffrey pine and red,Kaiser Ridge divides this Wilderness into two distinctly different areas. The southern portion rises gradually from near the crowded north shore of Huntington Lake under stands of Jeffrey pine and red,Kaiser Ridge divides this Wilderness into two distinctly different areas. The southern portion rises gradually from near the crowded north shore of Huntington Lake under stands of Jeffrey pine and red,"Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,,https://wilderness.net/visit-wilderness/?ID=286,https://www.recreation.gov/search?q=Kaiser+Wilderness,https://www.congress.gov/search?q=%22Kaiser+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Kaiser+Wilderness,https://www.courtlistener.com/?q=%22Kaiser+Wilderness%22,https://scholar.google.com/scholar?q=%22Kaiser+Wilderness%22+wilderness,https://www.google.com/search?q=%22Kaiser+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,21988.0,21987.721,USFS,0,1,same_component_count,,2026-04-23,2026-08-05
fw-1763,1763,291,Kelso Dunes Wilderness,,Kelso_Dunes,CA,1994-10-31,1994,Public Law 103-433,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,144915.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",154245.0,154245.637,1,BLM,False,sole_manager,Sole managing agency represented in the BLM California source.,1,0,The Kelso Dunes Wilderness derives its name from the large sand dunes complex located outside of its eastern boundary in the Mojave National Preserve. From the flat Broadwell dry lake bed in the west,The Kelso Dunes Wilderness derives its name from the large sand dunes complex located outside of its eastern boundary in the Mojave National Preserve. From the flat Broadwell dry lake bed in the west,The Kelso Dunes Wilderness derives its name from the large sand dunes complex located outside of its eastern boundary in the Mojave National Preserve. From the flat Broadwell dry lake bed in the west,"Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,,https://wilderness.net/visit-wilderness/?ID=291,https://www.recreation.gov/search?q=Kelso+Dunes+Wilderness,https://www.congress.gov/search?q=%22Kelso+Dunes+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Kelso+Dunes+Wilderness,https://www.courtlistener.com/?q=%22Kelso+Dunes+Wilderness%22,https://scholar.google.com/scholar?q=%22Kelso+Dunes+Wilderness%22+wilderness,https://www.google.com/search?q=%22Kelso+Dunes+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,154245.0,154245.637,BLM,1,0,same_component_count,,2026-04-23,2026-08-05
fw-1778,1778,294,Kiavah Wilderness,,Kiavah,CA,1994-10-31,1994,Public Law 103-433,,The BLM source includes a later BLM component/acquisition record. Preserve the original wilderness-wide legal history separately.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,45245.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",87849.0,87849.371,3,BLM; USFS,True,co_manager,BLM manages one or more mapped components; other components are administered by USFS.,2,1,"Embracing the eroded hills, canyons, and bajadas of the Scodie Mountains--the southernmost reach of the Sierra Nevada--Kiavah Wilderness lies primarily within Sequoia National Forest but includes a portion","Embracing the eroded hills, canyons, and bajadas of the Scodie Mountains--the southernmost reach of the Sierra Nevada--Kiavah Wilderness lies primarily within Sequoia National Forest but includes a portion The BLM California layer represents the named wilderness with 3 source geometries administered by BLM, USFS.","Embracing the eroded hills, canyons, and bajadas of the Scodie Mountains--the southernmost reach of the Sierra Nevada--Kiavah Wilderness lies primarily within Sequoia National Forest but includes a portion","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",https://www.blm.gov/visit/kiavah-wilderness,https://www.blm.gov/visit/kiavah-wilderness,,,,https://www.blm.gov/office/ridgecrest-field-office,https://wilderness.net/visit-wilderness/?ID=294,https://www.recreation.gov/search?q=Kiavah+Wilderness,https://www.congress.gov/search?q=%22Kiavah+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Kiavah+Wilderness,https://www.courtlistener.com/?q=%22Kiavah+Wilderness%22,https://scholar.google.com/scholar?q=%22Kiavah+Wilderness%22+wilderness,https://www.google.com/search?q=%22Kiavah+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,3,87849.0,87849.37,BLM; USFS,2,1,same_component_count,,2026-04-23,2026-08-05
fw-1787,1787,687,King Range Wilderness,,King_Range,CA,2006-10-17,2006,Public Law 109-362,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,42695.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",43214.0,43152.834,1,BLM,False,sole_manager,Sole managing agency represented in the BLM California source.,1,0,"From beaches to high peaks commanding outstanding vistas, the King Range Wilderness is the wildest portion of the California coast. Indeed, the King Range is the longest stretch of undeveloped coastline","From beaches to high peaks commanding outstanding vistas, the King Range Wilderness is the wildest portion of the California coast. Indeed, the King Range is the longest stretch of undeveloped coastline","From beaches to high peaks commanding outstanding vistas, the King Range Wilderness is the wildest portion of the California coast. Indeed, the King Range is the longest stretch of undeveloped coastline","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,https://www.blm.gov/office/arcata-field-office,https://wilderness.net/visit-wilderness/?ID=687,https://www.recreation.gov/search?q=King+Range+Wilderness,https://www.congress.gov/search?q=%22King+Range+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=King+Range+Wilderness,https://www.courtlistener.com/?q=%22King+Range+Wilderness%22,https://scholar.google.com/scholar?q=%22King+Range+Wilderness%22+wilderness,https://www.google.com/search?q=%22King+Range+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,43214.0,43164.815,BLM,1,0,same_component_count,,2026-04-23,2026-08-05
fw-1792,1792,296,Kingston Range Wilderness,,Kingston_Range,CA,1994-10-31,1994,Public Law 103-433,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,252149.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",266559.0,266559.821,1,BLM,False,sole_manager,Sole managing agency represented in the BLM California source.,1,0,The Kingston Range Wilderness is divided into three units by non-wilderness corridors or 'cherrystems': Sperry Wash and Kingston Wash. The Amargosa Unit's (the northern unit) most striking feature is Amargosa,The Kingston Range Wilderness is divided into three units by non-wilderness corridors or 'cherrystems': Sperry Wash and Kingston Wash. The Amargosa Unit's (the northern unit) most striking feature is Amargosa,The Kingston Range Wilderness is divided into three units by non-wilderness corridors or 'cherrystems': Sperry Wash and Kingston Wash. The Amargosa Unit's (the northern unit) most striking feature is Amargosa,"Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,https://www.blm.gov/office/barstow-field-office,https://wilderness.net/visit-wilderness/?ID=296,https://www.recreation.gov/search?q=Kingston+Range+Wilderness,https://www.congress.gov/search?q=%22Kingston+Range+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Kingston+Range+Wilderness,https://www.courtlistener.com/?q=%22Kingston+Range+Wilderness%22,https://scholar.google.com/scholar?q=%22Kingston+Range+Wilderness%22+wilderness,https://www.google.com/search?q=%22Kingston+Range+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,266559.0,266559.821,BLM,1,0,same_component_count,,2026-04-23,2026-08-05
fw-1899,1899,309,Lassen Volcanic Wilderness,,Lassen_Volcanic,CA,1972-10-19,1972,Public Law 92-510,,The NPS page distinguishes designated wilderness from proposed wilderness; the BRIM Federal Wilderness layer should display only the mapped designated component.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,79061.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",78491.0,78491.161,1,NPS,False,no_identified_management_role,,0,1,"In May of 1914, Lassen Peak began a seven-year series of eruptions including a humdinger in 1915 when an enormous mushroom cloud reached seven miles in height. Today, the Lassen Volcanic National Park","In May of 1914, Lassen Peak began a seven-year series of eruptions including a humdinger in 1915 when an enormous mushroom cloud reached seven miles in height. Today, the Lassen Volcanic National Park","In May of 1914, Lassen Peak began a seven-year series of eruptions including a humdinger in 1915 when an enormous mushroom cloud reached seven miles in height. Today, the Lassen Volcanic National Park","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",https://www.nps.gov/lavo/learn/nature/wilderness.htm,https://www.nps.gov/lavo/learn/nature/wilderness.htm,,Lassen Volcanic National Park General Management Plan,https://www.nps.gov/lavo/learn/management/upload/lavo-gmp.pdf,,https://wilderness.net/visit-wilderness/?ID=309,https://www.recreation.gov/search?q=Lassen+Volcanic+Wilderness,https://www.congress.gov/search?q=%22Lassen+Volcanic+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Lassen+Volcanic+Wilderness,https://www.courtlistener.com/?q=%22Lassen+Volcanic+Wilderness%22,https://scholar.google.com/scholar?q=%22Lassen+Volcanic+Wilderness%22+wilderness,https://www.google.com/search?q=%22Lassen+Volcanic+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,78491.0,78491.161,NPS,0,1,same_component_count,,2026-04-23,2026-08-05
fw-1905,1905,313,Lava Beds Wilderness,,Lava_Beds,CA,1972-10-13,1972,Public Law 92-493,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,28460.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",28073.0,28073.086,1,NPS,False,no_identified_management_role,,0,1,"A million years of volcanic turmoil produced the ragged and seemingly inhospitable landscape of Lava Beds Wilderness, located in the Lava Bed National Monument. Despite this, even the youngest cinder cones—hardly","A million years of volcanic turmoil produced the ragged and seemingly inhospitable landscape of Lava Beds Wilderness, located in the Lava Bed National Monument. Despite this, even the youngest cinder cones—hardly","A million years of volcanic turmoil produced the ragged and seemingly inhospitable landscape of Lava Beds Wilderness, located in the Lava Bed National Monument. Despite this, even the youngest cinder cones—hardly","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",https://www.nps.gov/labe/learn/nature/wilderness.htm,https://www.nps.gov/labe/learn/nature/wilderness.htm,,Lava Beds National Monument Foundation Document,https://www.nps.gov/labe/learn/management/upload/labe-foundation-document-overview.pdf,,https://wilderness.net/visit-wilderness/?ID=313,https://www.recreation.gov/search?q=Lava+Beds+Wilderness,https://www.congress.gov/search?q=%22Lava+Beds+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Lava+Beds+Wilderness,https://www.courtlistener.com/?q=%22Lava+Beds+Wilderness%22,https://scholar.google.com/scholar?q=%22Lava+Beds+Wilderness%22+wilderness,https://www.google.com/search?q=%22Lava+Beds+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,28073.0,28073.086,NPS,0,1,same_component_count,,2026-04-23,2026-08-05
fw-1947,1947,320,Little Chuckwalla Mountains Wilderness,,Little_Chuckwalla_Mountains,CA,1994-10-31,1994,Public Law 103-433,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,28052.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",28722.0,28722.604,1,BLM,False,sole_manager,Sole managing agency represented in the BLM California source.,1,0,"Dry, desolate, and rugged, the Little Chuckwalla Mountains, cresting at 2,100 feet, are surrounded by a large, gently sloping bajada incised by a network of washes. In the north part of the Wilderness","Dry, desolate, and rugged, the Little Chuckwalla Mountains, cresting at 2,100 feet, are surrounded by a large, gently sloping bajada incised by a network of washes. In the north part of the Wilderness","Dry, desolate, and rugged, the Little Chuckwalla Mountains, cresting at 2,100 feet, are surrounded by a large, gently sloping bajada incised by a network of washes. In the north part of the Wilderness","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,,https://wilderness.net/visit-wilderness/?ID=320,https://www.recreation.gov/search?q=Little+Chuckwalla+Mountains+Wilderness,https://www.congress.gov/search?q=%22Little+Chuckwalla+Mountains+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Little+Chuckwalla+Mountains+Wilderness,https://www.courtlistener.com/?q=%22Little+Chuckwalla+Mountains+Wilderness%22,https://scholar.google.com/scholar?q=%22Little+Chuckwalla+Mountains+Wilderness%22+wilderness,https://www.google.com/search?q=%22Little+Chuckwalla+Mountains+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,28722.0,28722.604,BLM,1,0,same_component_count,,2026-04-23,2026-08-05
fw-1955,1955,323,Little High Rock Canyon Wilderness,,Little_High_Rock_Canyon,NV,2000-12-21,2000,Public Law 106-554,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,48355.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",48680.0,48679.713,1,BLM,False,sole_manager,Sole managing agency represented in the BLM California source.,1,0,Little High Rock Canyon Wilderness consists of a large area of broad volcanic uplands dissected by the deeply cut drainages of Little High Rock and McConnell Canyons. Elevations in the Wilderness range,Little High Rock Canyon Wilderness consists of a large area of broad volcanic uplands dissected by the deeply cut drainages of Little High Rock and McConnell Canyons. Elevations in the Wilderness range,Little High Rock Canyon Wilderness consists of a large area of broad volcanic uplands dissected by the deeply cut drainages of Little High Rock and McConnell Canyons. Elevations in the Wilderness range,"Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,https://www.blm.gov/office/black-rock-field-office,https://wilderness.net/visit-wilderness/?ID=323,https://www.recreation.gov/search?q=Little+High+Rock+Canyon+Wilderness,https://www.congress.gov/search?q=%22Little+High+Rock+Canyon+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Little+High+Rock+Canyon+Wilderness,https://www.courtlistener.com/?q=%22Little+High+Rock+Canyon+Wilderness%22,https://scholar.google.com/scholar?q=%22Little+High+Rock+Canyon+Wilderness%22+wilderness,https://www.google.com/search?q=%22Little+High+Rock+Canyon+Wilderness%22+wilderness,0,2026-08-04,"Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record. BRIM includes this Nevada wilderness for western Nevada context; the responsible local office is BLM Nevada Black Rock Field Office, Winnemucca District.",False,0,,,,0,0,absent_from_ca_only_brim_snapshot,Current service reference only; this Nevada wilderness is not in blmca_fedwldrnss.shp.,2026-04-23,2026-08-05
fw-1963,1963,326,Little Picacho Wilderness,,Little_Picacho,CA,1994-10-31,1994,Public Law 103-433,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,38216.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",39134.0,39134.364,1,BLM,False,sole_manager,Sole managing agency represented in the BLM California source.,1,0,"Within the southern portion of the Chocolate Mountains, with elevations ranging from 200 feet to 1,500 feet, the Little Picacho Wilderness is characterized by dramatic jutting spires and steep ridges.","Within the southern portion of the Chocolate Mountains, with elevations ranging from 200 feet to 1,500 feet, the Little Picacho Wilderness is characterized by dramatic jutting spires and steep ridges.","Within the southern portion of the Chocolate Mountains, with elevations ranging from 200 feet to 1,500 feet, the Little Picacho Wilderness is characterized by dramatic jutting spires and steep ridges.","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",https://www.blm.gov/visit/little-picacho-wilderness,https://www.blm.gov/visit/little-picacho-wilderness,,,,https://www.blm.gov/office/el-centro-field-office,https://wilderness.net/visit-wilderness/?ID=326,https://www.recreation.gov/search?q=Little+Picacho+Wilderness,https://www.congress.gov/search?q=%22Little+Picacho+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Little+Picacho+Wilderness,https://www.courtlistener.com/?q=%22Little+Picacho+Wilderness%22,https://scholar.google.com/scholar?q=%22Little+Picacho+Wilderness%22+wilderness,https://www.google.com/search?q=%22Little+Picacho+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,39134.0,39134.364,BLM,1,0,same_component_count,,2026-04-23,2026-08-05
fw-2041,2041,335,Machesna Mountain Wilderness,,Machesna_Mountain,CA,1984-09-28,1984,Public Law 98-425,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,18155.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",18491.0,18490.564,2,BLM; USFS,True,co_manager,BLM manages one or more mapped components; other components are administered by USFS.,1,1,"From a low point of about 1,600 feet, this Wilderness climbs to the 4,063-foot summit of Machesna Mountain in the southwest section. This is a scenic area, with the scenery getting finer the higher you","From a low point of about 1,600 feet, this Wilderness climbs to the 4,063-foot summit of Machesna Mountain in the southwest section. This is a scenic area, with the scenery getting finer the higher you The BLM California layer represents the named wilderness with 2 source geometries administered by BLM, USFS.","From a low point of about 1,600 feet, this Wilderness climbs to the 4,063-foot summit of Machesna Mountain in the southwest section. This is a scenic area, with the scenery getting finer the higher you","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,,https://wilderness.net/visit-wilderness/?ID=335,https://www.recreation.gov/search?q=Machesna+Mountain+Wilderness,https://www.congress.gov/search?q=%22Machesna+Mountain+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Machesna+Mountain+Wilderness,https://www.courtlistener.com/?q=%22Machesna+Mountain+Wilderness%22,https://scholar.google.com/scholar?q=%22Machesna+Mountain+Wilderness%22+wilderness,https://www.google.com/search?q=%22Machesna+Mountain+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,2,18491.0,18490.564,BLM; USFS,1,1,same_component_count,,2026-04-23,2026-08-05
fw-2046,2046,732,Magic Mountain Wilderness,,Magic_Mountain,CA,2009-03-30,2009,Public Law 111-11,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,12178.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",12178.0,12178.181,1,USFS,False,no_identified_management_role,,0,1,The Magic Mountain Wilderness' chaparral covered hillsides and oak-studded canyons provide scenic vistas and recreational opportunities for the rapidly urbanizing Santa Clarita Valley. The Magic Mountain,The Magic Mountain Wilderness' chaparral covered hillsides and oak-studded canyons provide scenic vistas and recreational opportunities for the rapidly urbanizing Santa Clarita Valley. The Magic Mountain,The Magic Mountain Wilderness' chaparral covered hillsides and oak-studded canyons provide scenic vistas and recreational opportunities for the rapidly urbanizing Santa Clarita Valley. The Magic Mountain,"Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,,https://wilderness.net/visit-wilderness/?ID=732,https://www.recreation.gov/search?q=Magic+Mountain+Wilderness,https://www.congress.gov/search?q=%22Magic+Mountain+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Magic+Mountain+Wilderness,https://www.courtlistener.com/?q=%22Magic+Mountain+Wilderness%22,https://scholar.google.com/scholar?q=%22Magic+Mountain+Wilderness%22+wilderness,https://www.google.com/search?q=%22Magic+Mountain+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,12178.0,12178.181,USFS,0,1,same_component_count,,2026-04-23,2026-08-05
fw-2058,2058,337,Malpais Mesa Wilderness,,Malpais_Mesa,CA,1994-10-31,1994,Public Law 103-433,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,31906.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",32124.0,32124.435,1,BLM,False,sole_manager,Sole managing agency represented in the BLM California source.,1,0,"A high desert wilderness centered on Malpais Mesa at the southern end of the Inyo Mountains, with rugged valleys, canyons, steep slopes, Joshua-tree and pinyon-juniper vegetation, and notable remoteness.","A high desert wilderness centered on Malpais Mesa at the southern end of the Inyo Mountains, with rugged valleys, canyons, steep slopes, Joshua-tree and pinyon-juniper vegetation, and notable remoteness.","A high desert wilderness centered on Malpais Mesa at the southern end of the Inyo Mountains, with rugged valleys, canyons, steep slopes, Joshua-tree and pinyon-juniper vegetation, and notable remoteness.",Remote desert access and road conditions require current local information. The selected BLM component is administered by the Ridgecrest Field Office.,https://www.blm.gov/visit/malpais-mesa-wilderness,https://www.blm.gov/visit/malpais-mesa-wilderness,,,,https://www.blm.gov/office/ridgecrest-field-office,https://wilderness.net/visit-wilderness/?ID=337,https://www.recreation.gov/search?q=Malpais+Mesa+Wilderness,https://www.congress.gov/search?q=%22Malpais+Mesa+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Malpais+Mesa+Wilderness,https://www.courtlistener.com/?q=%22Malpais+Mesa+Wilderness%22,https://scholar.google.com/scholar?q=%22Malpais+Mesa+Wilderness%22+wilderness,https://www.google.com/search?q=%22Malpais+Mesa+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,32124.0,32124.435,BLM,1,0,same_component_count,,2026-04-23,2026-08-05
fw-2066,2066,338,Manly Peak Wilderness,,Manly_Peak,CA,1994-10-31,1994,Public Law 103-433,,BLM coded-law values were cross-walked to public laws and checked against current interagency/official pages where available; statutory text and designation maps remain legally controlling.,Wilderness Act of 1964 (Public Law 88-577; 16 U.S.C. 1131–1136) and subsequent area-specific public laws.,12897.0,"Wilderness Connect/National Wilderness Preservation System interagency reference acreage; secondary compilation, not a substitute for statutory text.",12967.0,12966.882,1,BLM,False,sole_manager,Sole managing agency represented in the BLM California source.,1,0,"Quietly isolated, Manly Peak stands at 7,196 feet on the boundary between Death Valley National Park and Manly Peak Wilderness. The Wilderness is comprised entirely of jagged ridges and deep canyons within","Quietly isolated, Manly Peak stands at 7,196 feet on the boundary between Death Valley National Park and Manly Peak Wilderness. The Wilderness is comprised entirely of jagged ridges and deep canyons within","Quietly isolated, Manly Peak stands at 7,196 feet on the boundary between Death Valley National Park and Manly Peak Wilderness. The Wilderness is comprised entirely of jagged ridges and deep canyons within","Access, permits, fire restrictions, and other rules vary by managing agency and location. Review current managing-unit information before travel. Wilderness designation does not guarantee public access.",,,,,,,https://wilderness.net/visit-wilderness/?ID=338,https://www.recreation.gov/search?q=Manly+Peak+Wilderness,https://www.congress.gov/search?q=%22Manly+Peak+Wilderness%22+wilderness,https://eplanning.blm.gov/eplanning-ui/search?searchText=Manly+Peak+Wilderness,https://www.courtlistener.com/?q=%22Manly+Peak+Wilderness%22,https://scholar.google.com/scholar?q=%22Manly+Peak+Wilderness%22+wilderness,https://www.google.com/search?q=%22Manly+Peak+Wilderness%22+wilderness,0,2026-08-04,Semantic identity uses FAU_ID; mapped component identity uses GlobalID. BLM publication of the source does not itself establish BLM management of every record.,True,1,12967.0,12966.882,BLM,1,0,same_component_count,,2026-04-23,2026-08-05
